,administrative_district,american_indian_alaskan_native_expulsions,american_indian_alaskan_native_principal,american_indian_alaskan_native_removals,american_indian_alaskan_native_superintendent,asian_expulsions,asian_principal,asian_removals,asian_superintendent,black_expulsions,black_principal,black_removals,black_superintendent,dbn,hispanic_expulsions,hispanic_principal,hispanic_removals,hispanic_superintendent,location_category,location_name,multi_racial_expulsions,multi_racial_principal,multi_racial_removals,multi_racial_superintendent,unknown_expulsions,unknown_principal,unknown_removals,unknown_superintendent,white_expulsions,white_principal,white_removals,white_superintendent
166,3,*,*,*,*,*,*,*,*,*,*,*,*,03M166,*,*,*,*,Elementary,P.S. 166 The Richard Rodgers School of The Arts an,*,*,*,*,*,*,*,*,*,*,*,*
167,3,*,*,*,*,*,*,*,*,*,12,20,*,03M180,*,*,*,*,K-8,P.S. 180 Hugo Newman,*,*,*,*,*,*,*,*,*,*,*,*
168,3,*,*,*,*,*,*,*,*,*,*,*,*,03M185,*,*,*,*,Early Childhood,P.S. 185 - The Early Childhood Discovery and Desig,*,*,*,*,*,*,*,*,*,*,*,*
169,3,*,*,*,*,*,*,*,*,*,*,6,*,03M191,*,*,9,7,K-8,P.S. 191 Amsterdam,*,*,*,*,*,*,*,*,*,*,*,*
170,3,*,*,*,*,*,*,*,*,*,*,*,*,03M199,*,*,*,*,Elementary,P.S. 199 Jessie Isador Straus,*,*,*,*,*,*,*,*,*,*,*,*
171,3,*,*,*,*,*,*,*,*,*,*,*,*,03M208,*,*,*,*,Elementary,P.S. 208 Alain L. Locke,*,*,*,*,*,*,*,*,*,*,*,*
172,3,*,*,*,*,*,*,*,*,*,*,*,*,03M241,*,*,*,*,Elementary,STEM Institute of Manhattan,*,*,*,*,*,*,*,*,*,*,*,*
173,3,*,*,*,*,*,*,*,*,*,*,*,*,03M242,*,*,*,*,Elementary,P.S. 242 - The Young Diplomats Magnet Academy,*,*,*,*,*,*,*,*,*,*,*,*
174,3,*,*,*,*,*,*,*,*,*,*,*,*,03M243,*,*,*,*,Junior High-Intermediate-Middle,M.S. 243 Center School,*,*,*,*,*,*,*,*,*,*,*,*
175,3,*,*,*,*,*,*,*,*,*,*,*,*,03M245,*,*,*,*,Junior High-Intermediate-Middle,M.S. M245 The Computer School,*,*,*,*,*,*,*,*,*,*,*,*
176,3,*,*,*,*,*,*,*,*,*,*,*,*,03M247,*,*,*,*,Junior High-Intermediate-Middle,M.S. M247 Dual Language Middle School,*,*,*,*,*,*,*,*,*,*,*,*
177,3,*,*,*,*,*,*,*,*,*,*,*,*,03M250,*,*,*,*,Junior High-Intermediate-Middle,M.S. 250 West Side Collaborative Middle School,*,*,*,*,*,*,*,*,*,*,*,*
178,3,*,*,*,*,*,*,*,*,*,22,25,16,03M256,*,*,10,*,Junior High-Intermediate-Middle,M.S. 256 Academic & Athletic Excellence,*,*,*,*,*,*,*,*,*,*,*,*
179,3,*,*,*,*,*,*,*,*,*,19,12,*,03M258,*,6,*,6,Junior High-Intermediate-Middle,Community Action School - MS 258,*,*,*,*,*,*,*,*,*,*,*,*
180,3,*,*,*,*,*,*,*,*,*,*,*,*,03M291,*,*,*,*,Secondary School,West End Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
181,3,*,*,*,*,*,*,*,*,*,28,6,12,03M299,*,15,*,6,High school,"High School for Arts, Imagination and Inquiry",*,*,*,*,*,*,*,*,*,*,*,*
182,3,*,*,*,*,*,*,*,*,*,35,*,*,03M307,*,33,*,10,High school,"Urban Assembly School for Media Studies, The",*,*,*,*,*,*,*,*,*,*,*,*
183,3,*,*,*,*,*,*,*,*,*,*,11,*,03M333,*,*,*,*,K-8,P.S. 333 Manhattan School for Children,*,*,*,*,*,*,*,*,*,*,12,*
184,3,*,*,*,*,*,*,*,*,*,*,*,*,03M334,*,*,*,*,K-8,The Anderson School,*,*,*,*,*,*,*,*,*,*,*,*
185,3,*,*,*,*,*,*,*,*,*,64,30,12,03M402,*,50,32,*,High school,The Urban Assembly School for Green Careers,*,*,*,*,*,*,*,*,*,*,*,*
186,3,*,*,*,*,*,*,*,*,*,8,*,*,03M403,*,7,*,*,High school,The Global Learning Collaborative,*,*,*,*,*,*,*,*,*,*,*,*
187,3,*,*,*,*,*,*,*,*,*,9,*,*,03M404,*,13,*,*,High school,Innovation Diploma Plus,*,*,*,*,*,*,*,*,*,*,*,*
188,3,*,*,*,*,*,*,*,*,*,19,*,8,03M415,*,7,*,*,Secondary School,Wadleigh Secondary School for the Performing & Vis,*,*,*,*,*,*,*,*,*,*,*,*
189,3,*,*,*,*,*,*,*,*,*,*,*,*,03M417,*,*,*,*,High school,Frank Mccourt High School,*,*,*,*,*,*,*,*,*,*,*,*
190,3,*,*,*,*,*,*,*,*,*,12,12,9,03M421,*,*,7,*,Junior High-Intermediate-Middle,West Prep Academy,*,*,*,*,*,*,*,*,*,*,*,*
191,3,*,*,*,*,*,*,*,*,*,*,*,*,03M444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
192,3,*,*,*,*,*,*,*,*,*,*,*,*,03M452,*,*,*,*,Elementary,P.S. 452,*,*,*,*,*,*,*,*,*,*,*,*
193,3,*,*,*,*,*,*,*,*,*,*,*,*,03M479,*,*,*,*,High school,Beacon High School,*,*,*,*,*,*,*,*,*,*,*,*
194,3,*,*,*,*,*,*,*,*,*,*,*,*,03M485,*,*,*,*,High school,Fiorello H. LaGuardia High School of Music & Art a,*,*,*,*,*,*,*,*,*,*,*,*
195,3,*,*,*,*,*,*,*,*,*,8,*,7,03M492,*,11,*,*,High school,"High School for Law, Advocacy and Community Justic",*,*,*,*,*,*,*,*,*,*,*,*
196,3,*,*,*,*,*,*,*,*,*,*,*,*,03M494,*,*,*,*,High school,High School of Arts and Technology,*,*,*,*,*,*,*,*,*,*,*,*
197,3,*,*,*,*,*,*,*,*,*,*,*,*,03M505,*,*,*,*,High school,Edward A. Reynolds West Side High School,*,*,*,*,*,*,*,*,*,*,*,*
198,3,*,*,*,*,*,*,*,*,*,*,*,*,03M541,*,*,*,*,High school,Manhattan / Hunter Science High School,*,*,*,*,*,*,*,*,*,*,*,*
199,3,*,*,*,*,*,*,*,*,*,*,*,*,03M859,*,*,*,*,K-12 all grades,Special Music School,*,*,*,*,*,*,*,*,*,*,*,*
200,3,*,*,*,*,*,*,*,*,*,97,8,27,03M860,*,26,*,11,Secondary School,Frederick Douglass Academy II Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
201,3,*,*,*,*,*,*,*,*,*,*,*,*,03M862,*,*,*,*,Junior High-Intermediate-Middle,Mott Hall II,*,*,*,*,*,*,*,*,*,*,*,*
202,4,*,*,*,*,*,*,*,*,*,*,*,*,04M007,*,*,*,*,K-8,P.S. 007 Samuel Stern,*,*,*,*,*,*,*,*,*,*,*,*
203,4,*,*,*,*,*,*,*,*,*,*,*,*,04M012,*,*,*,*,K-8,Tag Young Scholars,*,*,*,*,*,*,*,*,*,*,*,*
204,4,*,*,*,*,*,*,*,*,*,*,*,*,04M037,*,8,*,*,Elementary,River East Elementary,*,*,*,*,*,*,*,*,*,*,*,*
205,4,*,*,*,*,*,*,*,*,*,*,*,7,04M038,*,22,*,*,Elementary,P.S. 38 Roberto Clemente,*,*,*,*,*,*,*,*,*,*,*,*
206,4,*,*,*,*,*,*,*,*,*,*,*,7,04M050,*,7,*,*,K-8,P.S. 050 Vito Marcantonio,*,*,*,*,*,*,*,*,*,*,*,*
207,4,*,*,*,*,*,*,*,*,*,*,*,*,04M057,*,*,6,*,K-8,James Weldon Johnson,*,*,*,*,*,*,*,*,*,*,*,*
208,4,*,*,*,*,*,*,*,*,*,*,*,*,04M072,*,11,*,*,K-8,The Lexington Academy,*,*,*,*,*,*,*,*,*,*,*,*
209,4,*,*,*,*,*,*,*,*,*,*,*,*,04M083,*,*,*,*,Elementary,P.S. 083 Luis Munoz Rivera,*,*,*,*,*,*,*,*,*,*,*,*
210,4,*,*,*,*,*,*,*,*,*,15,19,7,04M096,*,10,15,10,K-8,P.S. 096 Joseph Lanzetta,*,*,*,*,*,*,*,*,*,*,*,*
211,4,*,*,*,*,*,*,*,*,*,*,*,*,04M102,*,7,7,*,Elementary,P.S. 102 Jacques Cartier,*,*,*,*,*,*,*,*,*,*,*,*
212,4,*,*,*,*,*,*,*,*,*,8,24,*,04M108,*,8,19,6,K-8,P.S. 108 Assemblyman Angelo Del Toro Educational C,*,*,*,*,*,*,*,*,*,*,*,*
213,4,*,*,*,*,*,*,*,*,*,*,*,*,04M112,*,*,*,*,Early Childhood,P.S. 112 Jose Celso Barbosa,*,*,*,*,*,*,*,*,*,*,*,*
214,4,*,*,*,*,*,*,*,*,*,*,12,*,04M146,*,*,19,*,Elementary,P.S. 146 Ann M. Short,*,*,*,*,*,*,*,*,*,*,*,*
215,4,*,*,*,*,*,*,*,*,*,*,*,*,04M155,*,*,*,*,Elementary,P.S. 155 William Paca,*,*,*,*,*,*,*,*,*,*,*,*
216,4,*,*,*,*,*,*,*,*,*,9,8,*,04M171,*,*,9,8,K-8,P.S. 171 Patrick Henry,*,*,*,*,*,*,*,*,*,*,*,*
217,4,*,*,*,*,*,*,*,*,*,*,7,*,04M182,*,*,*,*,Elementary,The Bilingual Bicultural School,*,*,*,*,*,*,*,*,*,*,*,*
218,4,*,*,*,*,*,*,*,*,*,11,11,*,04M206,*,21,10,*,K-8,P.S. 206 Jose Celso Barbosa,*,*,*,*,*,*,*,*,*,*,*,*
219,4,*,*,*,*,*,*,*,*,*,14,*,*,04M224,*,8,*,*,Junior High-Intermediate-Middle,M.S. 224 Manhattan East School for Arts & Academic,*,*,*,*,*,*,*,*,*,*,*,*
220,4,*,*,*,*,*,*,*,*,*,*,*,*,04M372,*,12,*,*,Secondary School,Esperanza Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
221,4,*,*,*,*,*,*,*,*,*,*,*,*,04M375,*,*,*,*,Elementary,Mosaic Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
222,4,*,*,*,*,*,*,*,*,*,7,*,15,04M377,*,8,*,15,Junior High-Intermediate-Middle,Renaissance School of the Arts,*,*,*,*,*,*,*,*,*,*,*,*
223,4,*,*,*,*,*,*,*,*,*,*,*,*,04M381,*,8,*,6,Junior High-Intermediate-Middle,Global Neighborhood Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
224,4,*,*,*,*,*,*,*,*,*,*,*,*,04M406,*,*,*,*,Junior High-Intermediate-Middle,Global Technology Preparatory,*,*,*,*,*,*,*,*,*,*,*,*
225,4,*,*,*,*,*,*,*,*,*,37,*,12,04M409,*,19,*,*,High school,Coalition School for Social Change,*,*,*,*,*,*,*,*,*,*,*,*
226,4,*,*,*,*,*,*,*,*,*,10,*,6,04M435,*,7,*,*,High school,Manhattan Center for Science and Mathematics,*,*,*,*,*,*,*,*,*,*,*,*
227,4,*,*,*,*,*,*,*,*,*,*,*,*,04M444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
228,4,*,*,*,*,*,*,*,*,*,*,*,*,04M495,*,*,*,*,High school,Park East High School,*,*,*,*,*,*,*,*,*,*,*,*
229,4,*,*,*,*,*,*,*,*,*,*,*,*,04M497,*,*,*,*,Elementary,Central Park East I,*,*,*,*,*,*,*,*,*,*,*,*
230,4,*,*,*,*,*,*,*,*,*,*,*,*,04M555,*,*,*,*,High school,Central Park East High School,*,*,*,*,*,*,*,*,*,*,*,*
231,4,*,*,*,*,*,*,*,*,*,7,*,*,04M610,*,6,*,*,Secondary School,Young Women's Leadership School,*,*,*,*,*,*,*,*,*,*,*,*
232,4,*,*,*,*,*,*,*,*,*,50,*,*,04M680,*,40,6,*,High school,"Heritage School, The",*,*,*,*,*,*,*,*,*,*,*,*
233,4,*,*,*,*,*,*,*,*,*,25,*,8,04M825,*,27,11,8,Junior High-Intermediate-Middle,Isaac Newton Middle School for Math & Science,*,*,*,*,*,*,*,*,*,*,*,*
234,4,*,*,*,*,*,*,*,*,*,*,*,*,04M964,*,*,*,*,K-8,Central Park East II,*,*,*,*,*,*,*,*,*,*,*,*
235,5,*,*,*,*,*,*,*,*,*,*,6,*,05M030,*,*,*,*,Elementary,P.S. 030 Hernandez/Hughes,*,*,*,*,*,*,*,*,*,*,*,*
236,5,*,*,*,*,*,*,*,*,*,*,*,*,05M036,*,*,*,*,Elementary,P.S. 036 Margaret Douglas,*,*,*,*,*,*,*,*,*,*,*,*
237,5,*,*,*,*,*,*,*,*,*,13,19,13,05M046,*,*,6,*,K-8,P.S. 046 Arthur Tappan,*,*,*,*,*,*,*,*,*,*,*,*
238,5,*,*,*,*,*,*,*,*,*,7,*,*,05M092,*,*,*,*,Elementary,P.S. 092 Mary McLeod Bethune,*,*,*,*,*,*,*,*,*,*,*,*
239,5,*,*,*,*,*,*,*,*,*,*,10,9,05M123,*,*,*,*,K-8,P.S. 123 Mahalia Jackson,*,*,*,*,*,*,*,*,*,*,*,*
240,5,*,*,*,*,*,*,*,*,*,*,*,*,05M125,*,*,*,*,Elementary,P.S. 125 Ralph Bunche,*,*,*,*,*,*,*,*,*,*,*,*
241,5,*,*,*,*,*,*,*,*,*,*,*,*,05M129,*,*,*,*,K-8,P.S. 129 John H. Finley,*,*,*,*,*,*,*,*,*,*,*,*
242,5,*,*,*,*,*,*,*,*,*,*,*,*,05M133,*,*,*,*,Elementary,P.S. 133 Fred R Moore,*,*,*,*,*,*,*,*,*,*,*,*
243,5,*,*,*,*,*,*,*,*,*,*,*,9,05M148,*,*,*,*,Secondary School,Eagle Academy for Young Men of Harlem,*,*,*,*,*,*,*,*,*,*,*,*
244,5,*,*,*,*,*,*,*,*,*,*,*,*,05M154,*,*,*,*,Elementary,P.S. 154 Harriet Tubman,*,*,*,*,*,*,*,*,*,*,*,*
245,5,*,*,*,*,*,*,*,*,*,33,*,9,05M157,*,27,*,*,High school,The Urban Assembly School for Global Commerce,*,*,*,*,*,*,*,*,*,*,*,*
246,5,*,*,*,*,*,*,*,*,*,10,*,*,05M161,*,13,*,*,K-8,P.S. 161 Pedro Albizu Campos,*,*,*,*,*,*,*,*,*,*,*,*
247,5,*,*,*,*,*,*,*,*,*,*,*,*,05M175,*,*,*,*,Elementary,P.S. 175 Henry H Garnet,*,*,*,*,*,*,*,*,*,*,*,*
248,5,*,*,*,*,*,*,*,*,*,*,14,8,05M194,*,*,7,*,Elementary,P.S. 194 Countee Cullen,*,*,*,*,*,*,*,*,*,*,*,*
249,5,*,*,*,*,*,*,*,*,*,*,*,*,05M197,*,*,*,*,Elementary,P.S. 197 John B. Russwurm,*,*,*,*,*,*,*,*,*,*,*,*
250,5,*,*,*,*,*,*,*,*,*,*,9,*,05M200,*,*,*,*,Elementary,P.S. 200- The James Mccune Smith School,*,*,*,*,*,*,*,*,*,*,*,*
251,5,*,*,*,*,*,*,*,*,*,*,*,*,05M285,*,*,*,*,High school,Harlem Renaissance High School,*,*,*,*,*,*,*,*,*,*,*,*
252,5,*,*,*,*,*,*,*,*,*,7,7,7,05M286,*,*,*,*,Junior High-Intermediate-Middle,I.S. M286 Renaissance Leadership Academy,*,*,*,*,*,*,*,*,*,*,*,*
253,5,*,*,*,*,*,*,*,*,*,8,*,10,05M302,*,*,*,*,Junior High-Intermediate-Middle,KAPPA IV,*,*,*,*,*,*,*,*,*,*,*,*
254,5,*,*,*,*,*,*,*,*,*,*,*,13,05M304,*,*,*,6,High school,Mott Hall High School,*,*,*,*,*,*,*,*,*,*,*,*
255,5,*,*,*,*,*,*,*,*,*,*,*,*,05M318,*,*,*,*,Elementary,Thurgood Marshall Academy Lower School,*,*,*,*,*,*,*,*,*,*,*,*
256,5,*,*,*,*,*,*,*,*,*,*,7,*,05M362,*,*,*,*,Secondary School,Columbia Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
257,5,*,*,*,*,*,*,*,*,*,9,*,7,05M367,*,6,*,6,High school,Academy for Social Action,*,*,*,*,*,*,*,*,*,*,*,*
258,5,*,*,*,*,*,*,*,*,*,14,*,10,05M369,*,12,*,8,High school,Urban Assembly School for the Performing Arts,*,*,*,*,*,*,*,*,*,*,*,*
259,5,*,*,*,*,*,*,*,*,*,11,*,*,05M410,*,*,*,*,Junior High-Intermediate-Middle,The Urban Assembly Institute for New Technologies,*,*,*,*,*,*,*,*,*,*,*,*
260,5,*,*,*,*,*,*,*,*,*,*,*,*,05M444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
261,5,*,*,*,*,*,*,*,*,*,*,*,*,05M469,*,*,*,*,Secondary School,Choir Academy of Harlem,*,*,*,*,*,*,*,*,*,*,*,*
262,5,*,*,*,*,*,*,*,*,*,*,*,30,05M499,*,*,*,*,Secondary School,Frederick Douglass Academy,*,*,*,*,*,*,*,*,*,*,*,*
263,5,*,*,*,*,*,*,*,*,*,*,*,6,05M514,*,*,*,*,Junior High-Intermediate-Middle,New Design Middle School,*,*,*,*,*,*,*,*,*,*,*,*
264,5,*,*,*,*,*,*,*,*,*,*,*,*,05M517,*,*,*,*,Elementary,Teachers College Community School,*,*,*,*,*,*,*,*,*,*,*,*
265,5,*,*,*,*,*,*,*,*,*,39,*,*,05M670,*,8,*,*,Secondary School,Thurgood Marshall Academy for Learning and Social,*,*,*,*,*,*,*,*,*,*,*,*
266,5,*,*,*,*,*,*,*,*,*,*,*,*,05M685,*,*,*,*,High school,Bread & Roses Integrated Arts High School,*,*,*,*,*,*,*,*,*,*,*,*
267,5,*,*,*,*,*,14,*,*,*,8,*,*,05M692,*,6,*,*,High school,"High School for Mathematics, Science and Engineeri",*,*,*,*,*,*,*,*,*,12,*,*
268,6,*,*,*,*,*,*,*,*,*,*,*,*,06M004,*,*,15,*,Elementary,P.S. 004 Duke Ellington,*,*,*,*,*,*,*,*,*,*,*,*
269,6,*,*,*,*,*,*,*,*,*,*,*,*,06M005,*,*,*,*,Elementary,P.S. 005 Ellen Lurie,*,*,*,*,*,*,*,*,*,*,*,*
270,6,*,*,*,*,*,*,*,*,*,*,*,*,06M008,*,6,14,9,Elementary,P.S. 008 Luis Belliard,*,*,*,*,*,*,*,*,*,*,*,*
271,6,*,*,*,*,*,*,*,*,*,*,*,*,06M018,*,8,*,7,K-8,P.S. 018 Park Terrace,*,*,*,*,*,*,*,*,*,*,*,*
272,6,*,*,*,*,*,*,*,*,*,*,6,*,06M028,*,*,7,*,Elementary,P.S. 028 Wright Brothers,*,*,*,*,*,*,*,*,*,*,*,*
273,6,*,*,*,*,*,*,*,*,*,*,*,*,06M048,*,*,28,*,Elementary,P.S. 048 P.O. Michael J. Buczek,*,*,*,*,*,*,*,*,*,*,*,*
274,6,*,*,*,*,*,*,*,*,*,*,*,*,06M052,*,*,*,6,Junior High-Intermediate-Middle,J.H.S. 052 Inwood,*,*,*,*,*,*,*,*,*,*,*,*
275,6,*,*,*,*,*,*,*,*,*,*,*,*,06M098,*,*,19,*,Elementary,P.S. 098 Shorac Kappock,*,*,*,*,*,*,*,*,*,*,*,*
276,6,*,*,*,*,*,*,*,*,*,*,*,*,06M103,*,*,*,*,Elementary,Dos Puentes Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
277,6,*,*,*,*,*,*,*,*,*,*,*,*,06M115,*,*,*,*,Elementary,P.S. 115 Alexander Humboldt,*,*,*,*,*,*,*,*,*,*,*,*
278,6,*,*,*,*,*,*,*,*,*,*,*,*,06M128,*,*,39,*,Elementary,P.S. 128 Audubon,*,*,*,*,*,*,*,*,*,*,*,*
279,6,*,*,*,*,*,*,*,*,*,*,*,*,06M132,*,*,16,*,Elementary,P.S. 132 Juan Pablo Duarte,*,*,*,*,*,*,*,*,*,*,*,*
280,6,*,*,*,*,*,*,*,*,*,*,*,*,06M143,*,52,7,*,Junior High-Intermediate-Middle,J.H.S. 143 Eleanor Roosevelt,*,*,*,*,*,*,*,*,*,*,*,*
281,6,*,*,*,*,*,*,*,*,*,*,*,*,06M152,*,*,*,*,Elementary,P.S. 152 Dyckman Valley,*,*,*,*,*,*,*,*,*,*,*,*
282,6,*,*,*,*,*,*,*,*,*,*,*,*,06M153,*,*,*,*,Elementary,P.S. 153 Adam Clayton Powell,*,*,*,*,*,*,*,*,*,*,*,*
283,6,*,*,*,*,*,*,*,*,*,*,*,*,06M173,*,*,*,*,Elementary,P.S. 173,*,*,*,*,*,*,*,*,*,*,*,*
284,6,*,*,*,*,*,*,*,*,*,*,*,*,06M178,*,*,*,*,Elementary,Professor Juan Bosch Public School,*,*,*,*,*,*,*,*,*,*,*,*
285,6,*,*,*,*,*,*,*,*,*,*,*,*,06M187,*,6,*,*,K-8,P.S./I.S. 187 Hudson Cliffs,*,*,*,*,*,*,*,*,*,*,*,*
286,6,*,*,*,*,*,*,*,*,*,*,*,*,06M189,*,*,*,*,Elementary,P.S. 189,*,*,*,*,*,*,*,*,*,*,*,*
287,6,*,*,*,*,*,*,*,*,*,*,*,*,06M192,*,*,*,*,Elementary,P.S. 192 Jacob H. Schiff,*,*,*,*,*,*,*,*,*,*,*,*
288,6,*,*,*,*,*,*,*,*,*,*,*,*,06M209,*,*,*,*,Junior High-Intermediate-Middle,Hamilton Grange Middle School,*,*,*,*,*,*,*,*,*,*,*,*
289,6,*,*,*,*,*,*,*,*,*,*,*,*,06M210,*,*,10,*,K-8,P.S./I.S. 210 - Twenty-first Century Academy for C,*,*,*,*,*,*,*,*,*,*,*,*
290,6,*,*,*,*,*,*,*,*,*,*,*,*,06M211,*,*,*,*,High school,Inwood Early College for Health and Information Te,*,*,*,*,*,*,*,*,*,*,*,*
291,6,*,*,*,*,*,*,*,*,*,*,*,*,06M218,*,*,*,*,Junior High-Intermediate-Middle,I.S. 218 Salome Urena,*,*,*,*,*,*,*,*,*,*,*,*
292,6,*,*,*,*,*,*,*,*,*,*,*,*,06M223,*,*,*,*,Junior High-Intermediate-Middle,The Mott Hall School,*,*,*,*,*,*,*,*,*,*,*,*
293,6,*,*,*,*,*,*,*,*,*,*,*,*,06M278,*,6,*,*,K-8,Paula Hedbavny School,*,*,*,*,*,*,*,*,*,*,*,*
294,6,*,*,*,*,*,*,*,*,*,*,*,*,06M293,*,*,*,*,Secondary School,City College Academy of the Arts,*,*,*,*,*,*,*,*,*,*,*,*
295,6,*,*,*,*,*,*,*,*,*,*,*,*,06M311,*,10,*,*,K-8,Amistad Dual Language School,*,*,*,*,*,*,*,*,*,*,*,*
296,6,*,*,*,*,*,*,*,*,*,*,*,*,06M314,*,*,*,*,Elementary,Muscota,*,*,*,*,*,*,*,*,*,*,*,*
297,6,*,*,*,*,*,*,*,*,*,*,*,8,06M319,*,*,*,18,Junior High-Intermediate-Middle,M.S. 319 - Maria Teresa,*,*,*,*,*,*,*,*,*,*,*,*
298,6,*,*,*,*,*,*,*,*,*,*,*,*,06M322,*,23,7,16,Junior High-Intermediate-Middle,Middle School 322,*,*,*,*,*,*,*,*,*,*,*,*
299,6,*,*,*,*,*,*,*,*,*,13,*,*,06M324,*,15,*,9,Junior High-Intermediate-Middle,M.S. 324 - Patria Mirabal,*,*,*,*,*,*,*,*,*,*,*,*
300,6,*,*,*,*,*,*,*,*,*,*,*,*,06M325,*,*,*,*,Elementary,P.S. 325,*,*,*,*,*,*,*,*,*,*,*,*
301,6,*,*,*,*,*,*,*,*,*,*,*,*,06M326,*,*,*,6,Junior High-Intermediate-Middle,M.S. 326 - Writers Today & Leaders Tomorrow,*,*,*,*,*,*,*,*,*,*,*,*
302,6,*,*,*,*,*,*,*,*,*,*,*,*,06M328,*,7,*,*,Junior High-Intermediate-Middle,M.S. 328 - Manhattan Middle School for Scientific,*,*,*,*,*,*,*,*,*,*,*,*
303,6,*,*,*,*,*,*,*,*,*,11,*,*,06M346,*,65,*,27,Secondary School,Community Health Academy of the Heights,*,*,*,*,*,*,*,*,*,*,*,*
304,6,*,*,*,*,*,*,*,*,*,*,*,*,06M348,*,43,8,6,K-12 all grades,Washington Heights Expeditionary Learning School,*,*,*,*,*,*,*,*,*,*,*,*
305,6,*,*,*,*,*,*,*,*,*,*,*,*,06M349,*,*,*,*,Junior High-Intermediate-Middle,Harbor Heights,*,*,*,*,*,*,*,*,*,*,*,*
306,6,*,*,*,*,*,*,*,*,*,*,*,*,06M366,*,*,*,*,K-8,Washington Heights Academy,*,*,*,*,*,*,*,*,*,*,*,*
307,6,*,*,*,*,*,*,*,*,*,*,*,*,06M368,*,*,*,*,Elementary,Hamilton Heights School,*,*,*,*,*,*,*,*,*,*,*,*
308,6,*,*,*,*,*,*,*,*,*,*,*,*,06M423,*,*,*,*,High school,High School for Excellence and Innovation,*,*,*,*,*,*,*,*,*,*,*,*
309,6,*,*,*,*,*,*,*,*,*,*,*,*,06M444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
310,6,*,*,*,*,*,*,*,*,*,*,*,*,06M457,*,*,*,*,High school,George Washington Yabc,*,*,*,*,*,*,*,*,*,*,*,*
311,6,*,*,*,*,*,*,*,*,*,*,*,*,06M462,*,22,*,*,High school,The College Academy,*,*,*,*,*,*,*,*,*,*,*,*
312,6,*,*,*,*,*,*,*,*,*,*,*,*,06M463,*,*,*,*,High school,High School for Media and Communications,*,*,*,*,*,*,*,*,*,*,*,*
313,6,*,*,*,*,*,*,*,*,*,17,*,*,06M467,*,27,*,*,High school,High School for Law and Public Service,*,*,*,*,*,*,*,*,*,*,*,*
314,6,*,*,*,*,*,*,*,*,*,7,*,*,06M468,*,15,*,*,High school,High School for Health Careers and Sciences,*,*,*,*,*,*,*,*,*,*,*,*
315,6,*,*,*,*,*,*,*,*,*,*,*,*,06M513,*,*,*,*,Elementary,Castle Bridge School,*,*,*,*,*,*,*,*,*,*,*,*
316,6,*,*,*,*,*,*,*,*,*,*,*,*,06M528,*,*,*,10,Junior High-Intermediate-Middle,I.S. 528 Bea Fuller Rodgers School,*,*,*,*,*,*,*,*,*,*,*,*
317,6,*,*,*,*,*,*,*,*,*,13,11,16,06M540,*,19,7,26,High school,A. Philip Randolph Campus High School,*,*,*,*,*,*,*,*,*,*,*,*
318,6,*,*,*,*,*,*,*,*,*,*,*,*,06M552,*,*,*,*,High school,Gregorio Luperon High School for Science and Mathe,*,*,*,*,*,*,*,*,*,*,*,*
319,7,*,*,*,*,*,*,*,*,*,*,*,*,07X001,*,*,*,*,Elementary,P.S. 001 Courtlandt School,*,*,*,*,*,*,*,*,*,*,*,*
320,7,*,*,*,*,*,*,*,*,*,*,*,*,07X005,*,*,*,*,K-8,P.S. 5 Port Morris,*,*,*,*,*,*,*,*,*,*,*,*
321,7,*,*,*,*,*,*,*,*,*,*,*,*,07X018,*,*,*,*,Elementary,P.S. 018 John Peter Zenger,*,*,*,*,*,*,*,*,*,*,*,*
322,7,*,*,*,*,*,*,*,*,*,*,*,*,07X025,*,*,*,*,Elementary,P.S. 025 Bilingual School,*,*,*,*,*,*,*,*,*,*,*,*
323,7,*,*,*,*,*,*,*,*,*,*,16,9,07X029,*,7,30,7,K-8,P.S./M.S. 029 Melrose School,*,*,*,*,*,*,*,*,*,*,*,*
324,7,*,*,*,*,*,*,*,*,*,13,*,*,07X030,*,7,*,*,Elementary,P.S. 030 Wilton,*,*,*,*,*,*,*,*,*,*,*,*
325,7,*,*,*,*,*,*,*,*,*,*,*,*,07X031,*,*,13,*,K-8,P.S./M.S. 031 The William Lloyd Garrison,*,*,*,*,*,*,*,*,*,*,*,*
326,7,*,*,*,*,*,*,*,*,*,*,13,*,07X043,*,*,*,*,Elementary,P.S. 043 Jonas Bronck,*,*,*,*,*,*,*,*,*,*,*,*
