,Location_Code,Latitude,Longitude,Grades,Community_School?,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_/_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Collaborative_Teachers_%,Supportive_Environment_%,Strong_Family-Community_Ties_%,Student_Achievement_Rating,Total_Proficiency_Average
618,19K149,40.669352,-73.89276,"PK,0K,01,02,03,04,05",No,0.8740000000000001,0.08,0.03,0.63,0.32,0.96,0.01,0.9,0.4,0.96,0.73,0.84,0.77,Approaching Target,2.23
619,19K158,40.672588,-73.88519699999999,"PK,0K,01,02,03,04,05",Yes,0.877,0.07,0.01,0.55,0.41,0.96,0.0,0.9,0.39,0.93,0.94,0.92,0.89,Meeting Target,2.265
620,19K159,40.676117,-73.869676,"0K,01,02,03,04,05",No,0.8370000000000001,0.18,0.32,0.39,0.26,0.65,0.01,0.91,0.3,1.0,0.99,0.99,0.8,Meeting Target,2.46
621,19K171,40.685840999999996,-73.869429,"06,07,08",No,0.7879999999999999,0.22,0.04,0.14,0.77,0.91,0.01,0.92,0.26,0.93,0.94,0.85,0.76,Approaching Target,2.2350000000000003
622,19K190,40.662265000000005,-73.894749,"PK,0K,01,02,03,04,05",No,0.8340000000000001,0.02,0.01,0.77,0.22,0.98,0.01,0.88,0.5,0.89,0.72,0.87,0.72,Meeting Target,2.425
623,19K202,40.666256,-73.876405,"0K,01,02,03,04,05",No,0.867,0.1,0.01,0.61,0.35,0.96,0.02,0.89,0.48,0.86,0.71,0.78,0.77,Approaching Target,2.2
624,19K213,40.660047999999996,-73.89021899999999,"PK,0K,01,02,03,04,05",No,0.833,0.08,0.01,0.76,0.21,0.96,0.03,0.9,0.41,0.88,0.72,0.85,0.79,Meeting Target,2.145
625,19K214,40.676324,-73.863062,"PK,0K,01,02,03,04,05",No,0.838,0.14,0.51,0.13,0.33,0.46,0.02,0.93,0.22,0.96,0.91,0.94,0.85,Approaching Target,2.465
626,19K218,40.670064,-73.87455600000001,"06,07,08",No,0.857,0.22,0.2,0.36,0.43,0.79,0.01,0.89,0.41,0.87,0.85,0.82,0.79,Meeting Target,2.1500000000000004
627,19K224,40.664057,-73.866271,"PK,0K,01,02,03,04,05",No,0.879,0.06,0.02,0.65,0.3,0.95,0.02,0.91,0.32,0.86,0.92,0.85,0.83,Meeting Target,2.26
628,19K273,40.657866999999996,-73.879289,"0K,01,02,03,04,05",No,0.813,0.02,0.01,0.75,0.23,0.97,0.01,0.91,0.36,0.96,0.94,0.92,0.88,Meeting Target,2.3449999999999998
629,19K290,40.677932,-73.889763,"0K,01,02,03,04,05",No,0.807,0.17,0.04,0.24,0.7,0.94,0.01,0.92,0.28,0.87,0.84,0.89,0.84,Meeting Target,2.645
630,19K292,40.671887,-73.89345300000001,"06,07,08",No,0.848,0.1,0.12,0.52,0.33,0.86,0.01,0.91,0.29,0.79,0.79,0.81,0.72,Meeting Target,2.415
631,19K306,40.655260999999996,-73.88633399999999,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.875,0.03,0.01,0.74,0.23,0.98,0.01,0.86,0.57,0.85,0.68,0.78,0.81,Approaching Target,2.08
632,19K311,40.662265000000005,-73.894749,"06,07,08",Yes,0.7829999999999999,0.21,0.04,0.69,0.2,0.89,0.07,0.9,0.31,0.83,0.96,0.78,0.84,Not Meeting Target,1.9249999999999998
633,19K325,40.65401,-73.894627,"PK,0K,01,02,03,04,05",No,0.845,0.03,0.01,0.74,0.23,0.97,0.01,0.92,0.36,0.83,0.83,0.92,0.82,Approaching Target,2.08
634,19K328,40.667817,-73.898173,"PK,0K,01,02,03,04,05",Yes,0.9309999999999999,0.17,0.02,0.57,0.37,0.94,0.03,0.88,0.51,0.85,0.91,0.92,0.84,Meeting Target,2.165
635,19K345,40.676188,-73.879886,"PK,0K,01,02,03,04,05",No,0.8490000000000001,0.16,0.07,0.38,0.51,0.89,0.02,0.91,0.33,0.9,0.78,0.86,0.83,Approaching Target,2.29
636,19K346,40.646745,-73.881849,"PK,0K,01,02,03,04,05",No,0.6759999999999999,0.01,0.06,0.61,0.24,0.85,0.06,0.93,0.23,0.92,0.93,0.93,0.85,Meeting Target,2.495
637,19K364,40.646471000000005,-73.881132,"06,07,08",No,0.669,0.02,0.02,0.69,0.26,0.94,0.03,0.92,0.3,0.81,0.85,0.82,0.77,Meeting Target,2.395
638,19K404,40.6573,-73.874138,"06,07,08,09,10,11,12",Yes,0.705,0.01,0.01,0.72,0.24,0.97,0.01,0.9,0.39,0.71,0.85,0.78,0.75,Approaching Target,2.0700000000000003
639,19K409,40.661208,-73.886779,"06,07,08,09,10,11,12",No,0.716,0.03,0.02,0.65,0.3,0.95,0.01,0.95,0.08,0.87,0.85,0.8,0.71,Meeting Target,2.675
640,19K422,40.6573,-73.874138,"06,07,08,09,10,11,12",Yes,0.777,0.03,0.01,0.72,0.24,0.96,0.01,0.91,0.31,0.88,0.96,0.85,0.77,Approaching Target,2.185
641,19K452,40.646745,-73.881849,"06,07,08",No,0.64,0.02,0.05,0.72,0.23,0.95,0.0,0.95,0.14,0.89,0.95,0.85,0.84,Approaching Target,2.675
643,19K654,40.659637,-73.885597,"06,07,08",No,0.78,0.14,0.02,0.68,0.28,0.96,0.02,0.9,0.33,0.86,0.96,0.83,0.8,Approaching Target,1.955
644,19K661,40.676982,-73.883838,"06,07,08",No,0.812,0.11,0.04,0.27,0.66,0.93,0.02,0.93,0.24,0.74,0.73,0.89,0.77,Meeting Target,2.335
645,19K662,40.676982,-73.883838,"06,07,08",No,0.823,0.2,0.05,0.24,0.68,0.92,0.01,0.92,0.31,0.91,0.97,0.94,0.78,Meeting Target,2.315
646,19K663,40.665557,-73.89764100000001,"06,07,08",No,0.8909999999999999,0.04,0.02,0.64,0.33,0.97,0.01,0.94,0.16,0.88,0.97,0.83,0.85,Meeting Target,2.1950000000000003
647,19K677,40.669568,-73.879189,"PK,0K,01,02,03,04,05",No,0.843,0.14,0.02,0.6,0.36,0.95,0.01,0.92,0.3,0.91,0.93,0.85,0.87,Meeting Target,2.325
648,19K678,40.669568,-73.879189,"06,07,08",No,0.845,0.05,0.04,0.59,0.37,0.96,0.0,0.92,0.32,0.86,0.96,0.93,0.83,Approaching Target,2.13
649,19K760,40.685840999999996,-73.869429,"06,07,08",No,0.818,0.13,0.02,0.17,0.78,0.96,0.0,0.91,0.43,0.87,0.92,0.85,0.74,,2.24
650,20K030,40.633733,-74.02422,"06,07,08",No,0.6509999999999999,0.26,0.2,0.02,0.3,0.31,0.48,0.95,0.13,0.87,0.88,0.87,0.76,Meeting Target,2.76
651,20K048,40.621555,-73.987279,"PK,0K,01,02,03,04,05,SE",No,0.636,0.28,0.47,0.01,0.28,0.28,0.22,0.95,0.14,0.87,0.85,0.92,0.78,Meeting Target,2.8200000000000003
652,20K062,40.638574,-73.97124000000001,"06,07,08",No,0.741,0.22,0.31,0.24,0.31,0.55,0.13,0.95,0.12,0.89,0.9,0.87,0.74,Meeting Target,2.435
653,20K069,40.63239,-74.009637,"0K,01,02,03,04,05",No,0.823,0.53,0.9,0.0,0.05,0.05,0.04,0.98,0.04,0.93,0.95,0.95,0.82,Exceeding Target,3.07
654,20K102,40.634338,-74.02892299999999,"0K,01,02,03,04,05",No,0.536,0.15,0.15,0.01,0.25,0.27,0.56,0.96,0.1,0.94,0.93,0.95,0.83,Meeting Target,3.04
655,20K104,40.618025,-74.028588,"0K,01,02,03,04,05,06,07,08",No,0.523,0.09,0.22,0.03,0.25,0.28,0.47,0.96,0.1,0.92,0.93,0.86,0.78,Meeting Target,2.955
656,20K105,40.633244,-74.003507,"PK,0K,01,02,03,04,05",No,0.8059999999999999,0.5,0.92,0.0,0.04,0.05,0.03,0.99,0.02,0.9,0.88,0.92,0.85,Exceeding Target,3.075
657,20K112,40.619415000000004,-74.00057199999999,"0K,01,02,03,04,05",No,0.723,0.24,0.41,0.0,0.31,0.31,0.28,0.96,0.12,0.94,0.91,0.93,0.8,Meeting Target,2.91
658,20K127,40.623807,-74.018575,"0K,01,02,03,04,05",No,0.5660000000000001,0.3,0.31,0.01,0.22,0.22,0.46,0.95,0.13,0.95,0.92,0.97,0.84,Meeting Target,2.885
659,20K160,40.636935,-73.999073,"PK,0K,01,02,03,04,05",No,0.8320000000000001,0.66,0.85,0.01,0.1,0.11,0.04,0.97,0.05,0.94,0.93,0.95,0.82,Exceeding Target,2.9699999999999998
660,20K163,40.606594,-74.007612,"PK,0K,01,02,03,04,05",No,0.655,0.17,0.29,0.01,0.32,0.33,0.38,0.96,0.12,0.95,0.97,0.94,0.83,Exceeding Target,2.88
661,20K164,40.637173,-73.985845,"PK,0K,01,02,03,04,05",No,0.8540000000000001,0.15,0.32,0.02,0.5,0.52,0.14,0.96,0.09,0.94,0.96,0.98,0.86,Meeting Target,2.65
662,20K170,40.63037,-74.01870699999999,"0K,01,02,03,04,05",No,0.747,0.36,0.45,0.01,0.19,0.2,0.34,0.96,0.09,0.96,0.97,0.97,0.83,Exceeding Target,2.895
663,20K176,40.624759000000005,-74.005074,"0K,01,02,03,04,05",No,0.696,0.27,0.63,0.0,0.21,0.21,0.15,0.97,0.05,0.95,0.95,0.96,0.82,Exceeding Target,3.1950000000000003
664,20K179,40.64022,-73.977267,"PK,0K,01,02,03,04,05",No,0.8340000000000001,0.47,0.56,0.03,0.25,0.28,0.15,0.93,0.23,0.96,0.86,0.96,0.78,Approaching Target,2.45
665,20K180,40.62659,-73.989464,"PK,0K,01,02,03,04,05,06,07,08",No,0.706,0.23,0.43,0.01,0.28,0.29,0.27,0.97,0.09,0.93,0.94,0.86,0.8,Meeting Target,2.885
666,20K185,40.623635,-74.03349200000001,"0K,01,02,03,04,05",No,0.361,0.07,0.08,0.0,0.16,0.17,0.73,0.95,0.1,0.93,0.98,0.98,0.86,Approaching Target,3.005
667,20K186,40.611106,-73.99459300000001,"PK,0K,01,02,03,04,05",No,0.659,0.3,0.39,0.0,0.27,0.27,0.33,0.96,0.09,0.92,0.85,0.94,0.83,Meeting Target,2.98
668,20K187,40.627846999999996,-74.004003,"06,07,08",No,0.48,0.02,0.69,0.01,0.06,0.07,0.24,0.98,0.02,0.92,0.91,0.92,0.76,Exceeding Target,4.01
669,20K192,40.628989000000004,-73.979862,"PK,0K,01,02,03,04,05,06,07,08",No,0.8,0.3,0.2,0.02,0.52,0.53,0.26,0.94,0.16,0.9,0.89,0.89,0.81,Meeting Target,2.525
670,20K200,40.602902,-74.001826,"PK,0K,01,02,03,04,05",No,0.642,0.24,0.34,0.01,0.21,0.22,0.43,0.95,0.15,0.89,0.82,0.92,0.79,Meeting Target,2.945
671,20K201,40.618745000000004,-74.01331,"06,07,08",No,0.5579999999999999,0.08,0.46,0.0,0.14,0.14,0.39,0.97,0.07,0.92,0.94,0.88,0.7,Exceeding Target,3.245
672,20K204,40.61368,-74.00635600000001,"PK,0K,01,02,03,04,05",No,0.5429999999999999,0.14,0.5,0.01,0.19,0.19,0.3,0.96,0.09,0.94,0.94,0.96,0.81,Meeting Target,3.08
673,20K205,40.614826,-73.986999,"PK,0K,01,02,03,04,05",No,0.665,0.3,0.56,0.01,0.2,0.21,0.23,0.96,0.11,0.88,0.86,0.92,0.8,Exceeding Target,3.01
674,20K220,40.640772999999996,-74.00080799999999,"06,07,08",No,0.828,0.33,0.49,0.01,0.44,0.45,0.06,0.95,0.12,0.83,0.8,0.82,0.67,Meeting Target,2.615
675,20K223,40.634787,-73.98163100000001,"06,07,08",No,0.792,0.31,0.61,0.04,0.27,0.31,0.07,0.96,0.12,0.85,0.88,0.86,0.72,Exceeding Target,2.66
676,20K227,40.621845,-73.995529,"06,07,08",No,0.731,0.26,0.6,0.0,0.24,0.25,0.16,0.96,0.11,0.85,0.87,0.85,0.68,Meeting Target,2.66
677,20K229,40.610577,-74.013301,"0K,01,02,03,04,05,06,07,08",No,0.385,0.09,0.55,0.01,0.11,0.13,0.32,0.97,0.08,0.9,0.88,0.87,0.8,Meeting Target,3.275
678,20K247,40.612249,-73.987219,"PK,0K,01,02,03,04,05",No,0.613,0.25,0.48,0.01,0.14,0.15,0.37,0.96,0.1,0.89,0.9,0.92,0.82,Exceeding Target,3.185
679,20K259,40.626227,-74.014758,"06,07,08",No,0.622,0.11,0.45,0.01,0.22,0.23,0.32,0.96,0.12,0.95,0.96,0.89,0.69,Meeting Target,3.0999999999999996
680,20K264,40.621006,-74.029639,"0K,01,02,03,04,05",No,0.5660000000000001,0.13,0.12,0.03,0.35,0.37,0.5,0.96,0.09,0.95,0.91,0.97,0.84,,2.815
681,20K310,40.632148,-74.00754,"0K,01,02,03,04,05",No,0.841,0.5,0.85,0.01,0.08,0.08,0.06,0.98,0.03,0.93,0.97,0.95,0.95,Exceeding Target,3.135
682,20K503,40.641937,-74.019313,"PK,0K,01,02,03,04,05",No,0.8809999999999999,0.55,0.19,0.01,0.76,0.77,0.04,0.95,0.13,0.81,0.88,0.89,0.87,Meeting Target,2.37
683,20K506,40.641937,-74.019313,"PK,0K,01,02,03,04,05",No,0.823,0.27,0.3,0.01,0.65,0.66,0.04,0.95,0.12,0.91,0.93,0.93,0.82,Meeting Target,2.605
684,20K609,40.634787,-73.98163100000001,"06,07,08,09,10,11,12",No,0.71,0.1,0.47,0.21,0.19,0.4,0.12,0.94,0.21,0.87,0.89,0.88,0.73,Meeting Target,2.62
685,20K682,40.607008,-73.986852,"0K,01,02,03,04,05",No,0.379,0.07,0.18,0.04,0.14,0.18,0.63,0.95,0.1,0.93,0.94,0.97,0.93,Meeting Target,3.285
686,20K686,40.607008,-73.986852,"0K,01,02,03,04,05,06,07,08",No,0.209,0.06,0.18,0.05,0.05,0.1,0.71,0.96,0.05,0.91,0.97,0.94,0.9,Meeting Target,3.575
687,20K748,40.606942,-74.007327,"0K,01,02,03,04,05",No,0.525,0.17,0.39,0.0,0.21,0.21,0.38,0.96,0.08,0.98,0.96,0.98,0.83,Exceeding Target,3.555
688,20K971,40.639505,-74.020291,"0K,01,02,03,04,05",No,0.7929999999999999,0.41,0.55,0.01,0.39,0.4,0.06,0.97,0.05,0.95,0.85,0.96,0.83,,2.5999999999999996
689,21K090,40.578198,-73.980151,"PK,0K,01,02,03,04,05",No,0.8390000000000001,0.16,0.11,0.13,0.59,0.72,0.15,0.92,0.31,0.82,0.81,0.9,0.82,Meeting Target,2.505
690,21K095,40.595711,-73.975173,"PK,0K,01,02,03,04,05,06,07,08",No,0.695,0.14,0.29,0.09,0.39,0.48,0.22,0.94,0.19,0.97,0.95,0.97,0.82,Meeting Target,2.855
691,21K096,40.608043,-73.984972,"06,07,08",Yes,0.73,0.29,0.33,0.11,0.28,0.38,0.27,0.93,0.21,0.9,0.93,0.85,0.74,Exceeding Target,2.515
692,21K097,40.601211,-73.98564,"PK,0K,01,02,03,04,05",No,0.5710000000000001,0.26,0.5,0.01,0.2,0.21,0.29,0.96,0.1,0.89,0.9,0.96,0.81,Exceeding Target,2.995
693,21K098,40.583765,-73.95401600000001,"06,07,08",No,0.445,0.01,0.27,0.03,0.1,0.13,0.59,0.96,0.08,0.94,0.96,0.89,0.7,Exceeding Target,3.635
694,21K099,40.621491999999996,-73.96600600000001,"PK,0K,01,02,03,04,05,06,07,08",No,0.695,0.31,0.41,0.08,0.18,0.26,0.32,0.92,0.28,0.99,1.0,0.96,0.8,Meeting Target,2.74
695,21K100,40.577556,-73.970791,"PK,0K,01,02,03,04,05",No,0.40700000000000003,0.13,0.04,0.04,0.06,0.1,0.85,0.94,0.14,0.96,0.96,0.96,0.8,Meeting Target,3.125
696,21K101,40.597535,-73.991912,"PK,0K,01,02,03,04,05",No,0.615,0.18,0.53,0.01,0.19,0.2,0.27,0.96,0.08,0.93,0.96,0.97,0.82,Exceeding Target,3.06
697,21K121,40.622876,-73.978774,"PK,0K,01,02,03,04,05,06,07,08",No,0.682,0.18,0.18,0.03,0.42,0.45,0.35,0.95,0.14,0.93,0.94,0.87,0.83,Exceeding Target,2.8150000000000004
698,21K128,40.604994,-73.995134,"PK,0K,01,02,03,04,05",No,0.679,0.41,0.3,0.01,0.18,0.19,0.51,0.96,0.1,0.89,0.9,0.94,0.78,Meeting Target,2.625
699,21K153,40.601174,-73.960031,"PK,0K,01,02,03,04,05",No,0.687,0.24,0.26,0.02,0.33,0.36,0.34,0.95,0.15,0.94,0.91,0.97,0.81,Approaching Target,2.725
700,21K177,40.608431,-73.974412,"PK,0K,01,02,03,04,05",No,0.723,0.32,0.25,0.01,0.33,0.34,0.39,0.95,0.18,0.92,0.89,0.95,0.8,Approaching Target,2.69
701,21K188,40.576776,-74.000539,"PK,0K,01,02,03,04,05",No,0.885,0.05,0.04,0.51,0.35,0.86,0.09,0.9,0.4,0.87,0.82,0.89,0.82,Exceeding Target,2.365
702,21K199,40.616566999999996,-73.963134,"PK,0K,01,02,03,04,05",No,0.703,0.29,0.21,0.04,0.27,0.31,0.48,0.94,0.15,0.95,0.94,0.98,0.86,Meeting Target,2.94
703,21K209,40.58677,-73.961478,"PK,0K,01,02,03,04,05,06,07,08",No,0.599,0.16,0.3,0.04,0.23,0.27,0.42,0.94,0.18,0.93,0.94,0.91,0.81,Meeting Target,2.73
704,21K212,40.587495000000004,-73.98561099999999,"PK,0K,01,02,03,04,05",No,0.762,0.19,0.34,0.15,0.33,0.48,0.18,0.93,0.28,0.91,0.89,0.96,0.79,Meeting Target,2.665
705,21K215,40.602465,-73.970072,"PK,0K,01,02,03,04,05",No,0.515,0.15,0.23,0.03,0.26,0.29,0.47,0.94,0.19,0.98,0.96,0.97,0.8,Meeting Target,3.115
706,21K216,40.590181,-73.969661,"PK,0K,01,02,03,04,05",No,0.521,0.15,0.24,0.05,0.18,0.23,0.52,0.95,0.14,0.88,0.92,0.93,0.84,Approaching Target,2.7649999999999997
707,21K225,40.579809999999995,-73.95600999999999,"PK,0K,01,02,03,04,05,06,07,08",No,0.684,0.41,0.17,0.03,0.37,0.4,0.42,0.93,0.24,0.92,0.89,0.87,0.76,Meeting Target,2.575
708,21K226,40.615326,-73.97694399999999,"PK,0K,01,02,03,04,05,06,07,08",No,0.6920000000000001,0.21,0.28,0.02,0.31,0.33,0.38,0.95,0.11,0.95,0.93,0.92,0.82,Meeting Target,2.805
709,21K228,40.600815999999995,-73.976838,"06,07,08",No,0.636,0.11,0.29,0.08,0.26,0.34,0.36,0.95,0.16,0.92,0.94,0.88,0.74,Meeting Target,2.71
710,21K238,40.608787,-73.964587,"PK,0K,01,02,03,04,05,06,07,08",No,0.8,0.27,0.17,0.04,0.56,0.61,0.22,0.94,0.18,0.88,0.91,0.89,0.82,Meeting Target,2.455
711,21K239,40.57866,-73.992391,"06,07,08",No,0.311,0.01,0.28,0.07,0.05,0.12,0.54,0.96,0.07,0.88,0.89,0.87,0.73,Meeting Target,3.62
712,21K253,40.580084,-73.961946,"PK,0K,01,02,03,04,05",No,0.8,0.23,0.38,0.0,0.41,0.41,0.2,0.95,0.14,0.99,0.98,0.97,0.84,Meeting Target,2.765
713,21K281,40.594445,-73.99381899999999,"06,07,08",No,0.631,0.16,0.38,0.07,0.22,0.29,0.31,0.94,0.19,0.81,0.78,0.81,0.69,Exceeding Target,2.845
714,21K288,40.57427,-73.99247700000001,"PK,0K,01,02,03,04,05,06,07,08",No,0.912,0.07,0.02,0.53,0.36,0.9,0.07,0.89,0.46,0.83,0.86,0.8,0.81,Approaching Target,2.1950000000000003
715,21K303,40.582409999999996,-73.972436,"06,07,08",No,0.703,0.11,0.21,0.12,0.34,0.46,0.33,0.93,0.23,0.87,0.83,0.88,0.74,Meeting Target,2.6900000000000004
716,21K329,40.574839000000004,-73.995807,"PK,0K,01,02,03,04,05",No,0.885,0.03,0.06,0.59,0.27,0.86,0.07,0.92,0.3,0.83,0.79,0.77,0.81,Meeting Target,2.335
717,21K468,40.593624,-73.986144,"06,07,08,09,10,11,12",No,0.564,0.01,0.08,0.24,0.27,0.51,0.4,0.93,0.21,0.94,0.98,0.77,0.72,Meeting Target,2.63
718,21K690,40.604847,-73.99474599999999,"06,07,08,09,10,11,12",No,0.608,0.13,0.18,0.03,0.29,0.33,0.49,0.95,0.16,0.85,0.75,0.82,0.67,Exceeding Target,2.7199999999999998
719,22K014,40.593515999999994,-73.938193,"06,07,08",No,0.708,0.18,0.11,0.48,0.17,0.64,0.24,0.92,0.29,0.86,0.91,0.8,0.71,Meeting Target,2.365
720,22K052,40.587404,-73.940251,"PK,0K,01,02,03,04,05",No,0.57,0.17,0.16,0.14,0.15,0.29,0.53,0.94,0.2,0.87,0.82,0.92,0.82,Meeting Target,2.855
721,22K078,40.620767,-73.912988,"06,07,08",No,0.546,0.05,0.05,0.73,0.1,0.83,0.11,0.93,0.22,0.82,0.81,0.77,0.74,Approaching Target,2.29
722,22K109,40.636004,-73.933149,"0K,01,02,03,04,05,06,07,08",No,0.738,0.06,0.02,0.8,0.15,0.95,0.03,0.93,0.23,0.85,0.84,0.82,0.83,Meeting Target,2.26
723,22K119,40.626034999999995,-73.938787,"0K,01,02,03,04,05",No,0.667,0.06,0.14,0.7,0.13,0.83,0.01,0.96,0.1,0.98,0.96,0.95,0.86,Meeting Target,2.465
724,22K134,40.632284000000006,-73.973274,"PK,0K,01,02,03,04,05",No,0.795,0.23,0.41,0.09,0.13,0.22,0.36,0.96,0.1,0.94,0.96,0.97,0.84,Exceeding Target,3.0250000000000004
725,22K139,40.641321999999995,-73.965829,"PK,0K,01,02,03,04,05",No,0.667,0.17,0.17,0.31,0.39,0.7,0.09,0.95,0.16,0.79,0.77,0.82,0.83,Approaching Target,2.5300000000000002
726,22K152,40.632709000000006,-73.95456999999999,"PK,0K,01,02,03,04,05",No,0.753,0.13,0.05,0.64,0.26,0.9,0.03,0.94,0.22,0.89,0.87,0.88,0.85,Approaching Target,2.3499999999999996
727,22K193,40.621852000000004,-73.950283,"PK,0K,01,02,03,04,05",No,0.556,0.17,0.17,0.47,0.14,0.61,0.18,0.95,0.15,0.85,0.81,0.89,0.83,Meeting Target,2.745
728,22K194,40.597404,-73.934085,"PK,0K,01,02,03,04,05",No,0.8420000000000001,0.08,0.12,0.49,0.23,0.73,0.14,0.91,0.36,0.95,0.95,0.9,0.85,Meeting Target,2.39
729,22K195,40.580244,-73.94359200000001,"PK,0K,01,02,03,04,05",No,0.262,0.11,0.03,0.03,0.02,0.05,0.92,0.94,0.14,0.94,0.94,0.95,0.87,Meeting Target,3.25
730,22K197,40.612571,-73.951555,"PK,0K,01,02,03,04,05",No,0.635,0.24,0.09,0.12,0.17,0.29,0.59,0.94,0.17,0.95,0.93,0.96,0.83,Meeting Target,2.79
731,22K198,40.636965999999994,-73.937009,"PK,0K,01,02,03,04,05",No,0.6659999999999999,0.04,0.03,0.87,0.07,0.94,0.01,0.93,0.24,0.94,0.93,0.91,0.9,Meeting Target,2.455
732,22K203,40.621911,-73.925723,"PK,0K,01,02,03,04,05",No,0.585,0.04,0.05,0.79,0.09,0.89,0.03,0.95,0.17,0.9,0.89,0.87,0.86,Meeting Target,2.52
733,22K206,40.597134999999994,-73.948515,"PK,0K,01,02,03,04,05,06,07,08",No,0.49700000000000005,0.19,0.46,0.02,0.11,0.13,0.39,0.96,0.09,0.92,0.91,0.87,0.79,Exceeding Target,3.12
734,22K207,40.613779,-73.930304,"PK,0K,01,02,03,04,05,06,07,08",No,0.315,0.03,0.1,0.35,0.15,0.49,0.39,0.96,0.07,0.93,0.91,0.89,0.84,Meeting Target,2.95
735,22K217,40.633626,-73.966273,"PK,0K,01,02,03,04,05",No,0.711,0.22,0.49,0.11,0.19,0.3,0.19,0.94,0.15,0.92,0.86,0.92,0.83,Meeting Target,2.805
736,22K222,40.613814,-73.938999,"PK,0K,01,02,03,04,05",No,0.39299999999999996,0.04,0.19,0.15,0.19,0.34,0.45,0.95,0.11,0.98,0.94,0.98,0.88,Exceeding Target,3.175
737,22K234,40.604437,-73.95517099999999,"06,07,08",No,0.46299999999999997,0.09,0.25,0.17,0.11,0.28,0.45,0.96,0.1,0.88,0.89,0.85,0.73,Meeting Target,3.205
738,22K236,40.615756,-73.912375,"PK,0K,01,02,03,04,05",No,0.305,0.05,0.1,0.23,0.12,0.35,0.51,0.95,0.1,0.94,0.95,0.96,0.86,Meeting Target,3.25
739,22K240,40.623798,-73.94682399999999,"06,07,08",No,0.61,0.08,0.18,0.63,0.12,0.74,0.07,0.95,0.15,0.88,0.87,0.8,0.77,Meeting Target,2.495
740,22K245,40.644838,-73.962837,"PK,0K,01,02,03,04,05",No,0.705,0.16,0.03,0.51,0.43,0.93,0.02,0.95,0.13,0.94,0.97,0.95,0.9,Exceeding Target,2.84
741,22K251,40.631331,-73.92384,"PK,0K,01,02,03,04,05",No,0.6459999999999999,0.06,0.04,0.77,0.13,0.9,0.05,0.93,0.24,0.84,0.77,0.87,0.83,Approaching Target,2.31
742,22K254,40.590901,-73.95149,"PK,0K,01,02,03,04,05",No,0.474,0.15,0.33,0.01,0.09,0.11,0.56,0.95,0.12,0.93,0.9,0.96,0.81,Exceeding Target,3.225
743,22K255,40.604467,-73.95600400000001,"PK,0K,01,02,03,04,05",No,0.623,0.19,0.23,0.03,0.11,0.14,0.62,0.96,0.09,0.9,0.92,0.96,0.83,Meeting Target,2.985
744,22K269,40.637617,-73.947663,"03,04,05",No,0.741,0.18,0.02,0.84,0.11,0.95,0.02,0.94,0.18,0.94,0.73,0.82,0.8,Approaching Target,2.075
745,22K277,40.595878000000006,-73.927963,"PK,0K,01,02,03,04,05",No,0.28600000000000003,0.06,0.09,0.03,0.11,0.14,0.76,0.95,0.09,0.99,0.97,0.97,0.87,Meeting Target,3.045
746,22K278,40.60667,-73.938716,"06,07,08",No,0.494,0.03,0.09,0.47,0.16,0.63,0.27,0.94,0.17,0.91,0.91,0.8,0.94,Meeting Target,2.73
747,22K312,40.622032,-73.90907299999999,"PK,0K,01,02,03,04,05",No,0.345,0.04,0.04,0.39,0.11,0.51,0.44,0.95,0.13,0.94,0.93,0.96,0.86,Meeting Target,2.95
748,22K315,40.632619,-73.954263,"PK,0K,01,02,03,04,05",No,0.7509999999999999,0.13,0.09,0.62,0.25,0.87,0.03,0.94,0.2,0.88,0.84,0.86,0.81,Meeting Target,2.415
749,22K381,40.612571,-73.951555,"06,07,08",No,0.616,0.12,0.06,0.61,0.18,0.79,0.14,0.95,0.13,0.82,0.92,0.8,0.77,Approaching Target,2.425
750,23K041,40.660182,-73.906873,"0K,01,02,03,04,05,06,07,08",No,0.9,0.06,0.01,0.63,0.32,0.95,0.01,0.89,0.42,0.87,0.88,0.79,0.77,Approaching Target,2.135
751,23K137,40.682247,-73.916696,"PK,0K,01,02,03,04,05,06,07,08",No,0.807,0.03,0.0,0.74,0.2,0.94,0.01,0.88,0.43,0.93,0.9,0.85,0.87,Meeting Target,2.325
752,23K150,40.668634999999995,-73.905086,"0K,01,02,03,04,05,SE",No,0.948,0.1,0.02,0.59,0.32,0.91,0.03,0.92,0.3,0.0,0.87,0.9,0.82,Approaching Target,1.995
753,23K155,40.677642,-73.908695,"PK,0K,01,02,03,04,05,06,07,08",No,0.877,0.13,0.02,0.5,0.46,0.96,0.01,0.88,0.43,0.91,0.96,0.86,0.86,Approaching Target,2.145
754,23K156,40.665296999999995,-73.917884,"PK,0K,01,02,03,04,05",Yes,0.857,0.03,0.01,0.78,0.19,0.97,0.01,0.9,0.4,0.93,0.93,0.9,0.84,Approaching Target,2.24
755,23K165,40.657196,-73.910944,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.815,0.04,0.0,0.83,0.14,0.97,0.02,0.86,0.5,0.91,0.89,0.87,0.83,Approaching Target,2.065
