,Unnamed: 0,Location_Code,Latitude,Longitude,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_Per,Collaborative_Teachers_Per,Supportive_Environment_Per,Strong_Family_Community_Ties_Per,Total_Proficiency_Average,SA_Rating_Exceeding_Target,SA_Rating_Meeting_Target,SA_Rating_Not_Meeting_Target,Community_School_Yes,Grades
267,267,09X126,40.836201,-73.92834599999998,0.91,0.22,0.01,0.26,0.71,0.97,0.02,0.91,0.36,0.89,0.79,0.85,0.79,2.22,0,0,0,0,"PK,0K,01,02,03,04,05,06"
268,268,09X128,40.834973,-73.900304,0.852,0.05,0.02,0.45,0.53,0.98,0.0,0.95,0.11,0.88,0.93,0.87,0.76,2.83,0,1,0,0,"06,07,08"
269,269,09X132,40.832081,-73.906951,0.9279999999999999,0.13,0.0,0.44,0.54,0.98,0.0,0.89,0.44,0.95,0.76,0.71,0.75,2.125,0,0,0,0,"PK,0K,01,02,03,04,05"
270,270,09X145,40.827748,-73.91377299999998,0.888,0.43,0.01,0.29,0.69,0.98,0.0,0.89,0.43,0.86,0.81,0.89,0.79,2.035,0,0,0,1,"05,06,07,08"
271,271,09X163,40.851773,-73.898794,0.9279999999999999,0.32,0.01,0.37,0.6,0.97,0.01,0.93,0.26,0.77,0.55,0.69,0.78,2.36,0,1,0,0,"0K,01,02,03,04,05"
272,272,09X199,40.843553,-73.920665,0.9009999999999999,0.29,0.0,0.3,0.67,0.97,0.01,0.91,0.34,0.87,0.79,0.87,0.82,2.26,0,0,0,0,"PK,0K,01,02,03,04,05"
273,273,09X204,40.849995,-73.915226,0.865,0.1,0.01,0.29,0.67,0.96,0.02,0.94,0.18,0.89,0.95,0.92,0.87,2.555,1,0,0,0,"0K,01,02,03,04,05"
274,274,09X215,40.833708,-73.903937,0.8390000000000001,0.15,0.06,0.45,0.48,0.93,0.0,0.95,0.12,0.88,0.86,0.84,0.75,2.575,0,1,0,0,"05,06,07,08"
275,275,09X218,40.835694000000004,-73.919663,0.861,0.31,0.04,0.05,0.89,0.94,0.01,0.94,0.18,0.89,0.84,0.89,0.82,2.505,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
276,276,09X219,40.833708,-73.903937,0.929,0.31,0.01,0.37,0.61,0.98,0.01,0.9,0.35,0.82,0.66,0.81,0.7,1.95,0,0,0,1,"06,07,08"
277,277,09X229,40.841563,-73.929604,0.885,0.2,0.01,0.35,0.63,0.98,0.01,0.9,0.38,0.78,0.65,0.83,0.81,2.045,0,0,0,0,"05,06,07,08"
278,278,09X231,40.845324,-73.89739200000002,0.705,0.04,0.0,0.58,0.39,0.97,0.0,0.94,0.18,0.82,0.86,0.77,0.85,2.17,0,0,0,0,"09,10,11,12"
279,279,09X232,40.849461,-73.915529,0.872,0.39,0.0,0.2,0.79,0.99,0.01,0.93,0.25,0.78,0.65,0.82,0.78,2.215,0,1,0,0,"06,07,08"
280,280,09X236,40.848826,-73.909699,0.882,0.12,0.0,0.29,0.68,0.98,0.02,0.93,0.2,0.93,0.93,0.92,0.87,2.235,0,0,0,0,"PK,0K,01,02,03,04,05"
281,281,09X241,40.839457,-73.901895,0.8220000000000001,0.11,0.01,0.34,0.64,0.98,0.01,0.92,0.26,0.82,0.82,0.8,0.77,2.35,0,1,0,0,"06,07,08,09,10,11,12"
282,282,09X303,40.849461,-73.915529,0.9009999999999999,0.16,0.0,0.23,0.75,0.98,0.01,0.92,0.27,0.82,0.93,0.86,0.8,2.28,0,1,0,0,"06,07,08"
283,283,09X313,40.840589,-73.90454,0.8809999999999999,0.32,0.01,0.32,0.67,0.99,0.0,0.89,0.42,0.73,0.8,0.78,0.75,2.05,0,1,0,1,"06,07,08"
284,284,09X323,40.832278,-73.914142,0.892,0.27,0.03,0.3,0.66,0.95,0.01,0.87,0.45,0.81,0.78,0.81,0.78,2.19,0,1,0,0,"06,07,08"
285,285,09X324,40.828111,-73.917661,0.8190000000000001,0.14,0.03,0.29,0.66,0.95,0.02,0.93,0.23,0.9,0.94,0.84,0.74,2.165,0,1,0,1,"06,07,08,09,10,11,12"
286,286,09X325,40.827748,-73.91377299999998,0.8909999999999999,0.36,0.01,0.3,0.67,0.97,0.01,0.9,0.36,0.77,0.75,0.84,0.84,1.985,0,0,0,1,"05,06,07,08"
287,287,09X327,40.842811,-73.916384,0.862,0.1,0.0,0.22,0.77,0.99,0.01,0.94,0.21,0.93,0.94,0.85,0.79,2.835,1,0,0,0,"06,07,08,09,10,11,12"
288,288,09X328,40.827748,-73.91377299999998,0.938,0.25,0.01,0.33,0.65,0.98,0.0,0.9,0.38,0.9,0.93,0.84,0.8,2.05,0,0,0,1,"06,07,08"
289,289,09X339,40.840589,-73.90454,0.9129999999999999,0.28,0.01,0.28,0.7,0.98,0.01,0.91,0.31,0.82,0.75,0.77,0.77,2.045,0,0,0,1,"06,07,08"
290,290,09X350,40.839653999999996,-73.911386,0.92,0.34,0.0,0.3,0.67,0.98,0.0,0.66,0.74,0.66,0.71,0.93,0.78,1.905,0,0,0,0,"06,07,08,09,10,11,12"
291,291,09X361,40.838201,-73.928084,0.8859999999999999,0.2,0.01,0.25,0.73,0.98,0.01,0.94,0.2,0.94,0.93,0.94,0.85,2.22,0,1,0,0,"06,07,08"
292,292,09X413,40.839653999999996,-73.911386,0.8009999999999999,0.06,0.08,0.33,0.57,0.9,0.01,0.96,0.11,0.9,0.92,0.82,0.81,2.55,0,1,0,0,"06,07,08,09,10,11,12"
293,293,09X443,40.832033,-73.917519,0.898,0.32,0.04,0.28,0.66,0.94,0.01,0.92,0.31,0.95,0.93,0.9,0.83,2.2300000000000004,0,1,0,0,"0K,01,02,03,04,05"
294,294,09X449,40.828111,-73.917661,0.8759999999999999,0.22,0.05,0.3,0.62,0.92,0.01,0.93,0.24,0.93,0.9,0.88,0.9,2.16,0,0,0,0,"0K,01,02,03,04,05"
295,295,09X454,40.828111,-73.917661,0.86,0.2,0.02,0.26,0.7,0.96,0.01,0.92,0.29,0.96,0.98,0.95,0.84,2.645,1,0,0,0,"06,07,08"
296,296,09X457,40.832033,-73.917519,0.909,0.19,0.01,0.3,0.67,0.97,0.01,0.91,0.38,0.9,0.92,0.84,0.87,2.245,0,1,0,0,"0K,01,02,03,04,05"
297,297,09X505,40.827571999999996,-73.918927,0.8029999999999999,0.06,0.01,0.24,0.71,0.96,0.01,0.95,0.14,0.82,0.8,0.8,0.71,2.63,1,0,0,0,"07,08,09,10,11,12"
298,298,09X568,40.84852100000001,-73.908447,0.816,0.05,0.02,0.39,0.58,0.97,0.01,0.94,0.17,0.94,0.98,0.86,0.84,2.74,1,0,0,0,"06,07,08,09,10,11,12"
299,299,10X003,40.850163,-73.89165600000003,0.8640000000000001,0.1,0.02,0.29,0.68,0.97,0.0,0.91,0.37,0.97,0.9,0.87,0.83,2.4450000000000003,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
300,300,10X007,40.881668,-73.905862,0.746,0.2,0.05,0.06,0.79,0.85,0.09,0.96,0.05,0.97,0.97,0.98,0.88,2.8,0,1,0,0,"0K,01,02,03,04,05"
301,301,10X008,40.872553,-73.883365,0.8,0.25,0.05,0.11,0.77,0.88,0.07,0.93,0.29,0.89,0.9,0.93,0.79,2.535,1,0,0,0,"0K,01,02,03,04,05"
302,302,10X009,40.856803,-73.898907,0.9229999999999999,0.27,0.01,0.16,0.8,0.96,0.01,0.9,0.4,0.91,0.87,0.88,0.83,2.2750000000000004,0,1,0,0,"PK,0K,01,02,03,04,05"
303,303,10X015,40.859165000000004,-73.909733,0.852,0.07,0.01,0.13,0.85,0.98,0.0,0.95,0.16,0.86,0.86,0.85,0.84,2.705,1,0,0,0,"0K,01,02,03,04,05,06,07,08"
304,304,10X020,40.869618,-73.879012,0.8059999999999999,0.19,0.09,0.08,0.73,0.82,0.08,0.92,0.29,0.88,0.82,0.84,0.75,2.33,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
305,305,10X023,40.853359999999995,-73.894798,0.905,0.13,0.0,0.37,0.62,0.99,0.01,0.91,0.34,0.79,0.89,0.82,0.81,2.135,0,1,0,0,"PK,0K,01,02"
306,306,10X024,40.887662,-73.91356999999998,0.22699999999999998,0.03,0.09,0.06,0.42,0.48,0.39,0.94,0.13,0.82,0.71,0.86,0.85,2.98,0,1,0,0,"0K,01,02,03,04,05"
307,307,10X032,40.852095,-73.885739,0.925,0.13,0.01,0.25,0.71,0.96,0.03,0.93,0.28,0.97,0.96,0.96,0.84,2.365,0,1,0,0,"0K,01,02,03,04,05"
308,308,10X033,40.861675,-73.90163299999998,0.91,0.26,0.02,0.1,0.84,0.94,0.02,0.92,0.31,0.88,0.89,0.91,0.91,2.24,0,1,0,0,"PK,0K,01,02,03,04,05"
309,309,10X037,40.87984,-73.910788,0.752,0.15,0.02,0.23,0.72,0.95,0.02,0.92,0.33,0.93,0.92,0.85,0.88,2.46,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
310,310,10X045,40.858431,-73.887039,0.8859999999999999,0.17,0.01,0.16,0.78,0.94,0.04,0.91,0.32,0.87,0.86,0.82,0.73,2.21,0,0,0,0,"06,07,08"
311,311,10X046,40.858431,-73.887039,0.9059999999999999,0.4,0.03,0.15,0.8,0.95,0.02,0.92,0.29,0.9,0.87,0.89,0.81,2.16,0,1,0,0,"0K,01,02,03,04,05"
312,312,10X051,40.850632,-73.88653000000002,0.7140000000000001,0.04,0.03,0.37,0.59,0.96,0.02,0.94,0.21,0.99,0.9,0.98,0.83,2.515,0,0,0,0,"0K,01,02,03,04,05"
313,313,10X054,40.864937,-73.887793,0.8959999999999999,0.26,0.02,0.27,0.7,0.97,0.01,0.92,0.25,0.91,0.87,0.88,0.84,2.2350000000000003,0,1,0,0,"PK,0K,01,02,03,04,05"
314,314,10X056,40.872439,-73.875912,0.821,0.14,0.22,0.08,0.63,0.71,0.06,0.93,0.25,0.97,0.93,0.93,0.82,2.855,1,0,0,0,"0K,01,02,03,04,05"
315,315,10X059,40.85306,-73.89342099999998,0.934,0.15,0.01,0.27,0.68,0.96,0.01,0.91,0.38,0.94,0.94,0.92,0.92,2.215,0,1,0,0,"PK,0K,01,02,03,04,05"
316,316,10X080,40.876823,-73.88124,0.8270000000000001,0.31,0.13,0.13,0.67,0.81,0.05,0.89,0.38,0.87,0.79,0.81,0.74,2.115,0,1,0,1,"06,07,08"
317,317,10X081,40.903455,-73.904682,0.35700000000000004,0.08,0.08,0.1,0.49,0.59,0.3,0.94,0.17,0.93,0.92,0.99,0.9,2.9450000000000003,0,1,0,0,"0K,01,02,03,04,05"
318,318,10X085,40.858852,-73.894829,0.925,0.22,0.01,0.29,0.69,0.98,0.0,0.91,0.35,0.84,0.82,0.82,0.81,2.035,0,0,0,1,"0K,01,02,03,04,05"
319,319,10X086,40.869847,-73.898263,0.878,0.3,0.04,0.08,0.86,0.94,0.01,0.94,0.2,0.95,0.95,0.93,0.83,2.635,1,0,0,0,"PK,0K,01,02,03,04,05,06"
320,320,10X091,40.858715999999994,-73.90740799999998,0.903,0.38,0.03,0.18,0.76,0.94,0.02,0.91,0.36,0.82,0.76,0.8,0.78,2.425,1,0,0,0,"0K,01,02,03,04,05"
321,321,10X094,40.88051,-73.87526700000002,0.862,0.26,0.11,0.16,0.68,0.84,0.03,0.91,0.34,0.86,0.86,0.88,0.82,2.1950000000000003,0,0,0,0,"0K,01,02,03,04,05"
322,322,10X095,40.883022,-73.891672,0.7859999999999999,0.19,0.07,0.17,0.7,0.87,0.04,0.92,0.29,0.85,0.71,0.84,0.87,2.41,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
323,323,10X118,40.848559,-73.89256999999998,0.843,0.11,0.15,0.21,0.6,0.81,0.03,0.92,0.26,0.84,0.76,0.83,0.69,2.565,0,1,0,0,"06,07,08"
324,324,10X141,40.887701,-73.913605,0.418,0.07,0.07,0.1,0.56,0.66,0.26,0.94,0.13,0.84,0.81,0.82,0.75,2.835,0,1,0,0,"06,07,08,09,10,11,12"
325,325,10X159,40.855521,-73.893276,0.907,0.3,0.0,0.08,0.9,0.98,0.01,0.93,0.26,0.99,0.99,0.96,0.93,2.38,0,1,0,0,"0K,01,02,03,04,05"
326,326,10X205,40.855742,-73.881407,0.887,0.2,0.01,0.15,0.79,0.94,0.05,0.93,0.26,0.88,0.91,0.93,0.83,2.455,0,1,0,0,"0K,01,02,03,04,05"
327,327,10X206,40.859604,-73.906275,0.909,0.24,0.01,0.19,0.78,0.97,0.01,0.91,0.33,0.89,0.91,0.83,0.84,2.09,0,0,0,0,"05,06,07,08"
328,328,10X225,40.854655,-73.897036,0.8059999999999999,0.06,0.01,0.27,0.68,0.95,0.02,0.92,0.26,0.84,0.87,0.81,0.76,2.43,0,1,0,0,"06,07,08,09,10,11,12"
329,329,10X226,40.855568,-73.91622,0.903,0.22,0.01,0.23,0.76,0.98,0.0,0.93,0.23,0.82,0.8,0.86,0.81,2.28,0,1,0,0,"PK,0K,01,02,03,04"
330,330,10X228,40.861305,-73.891283,0.821,0.04,0.05,0.18,0.72,0.91,0.02,0.98,0.02,0.91,0.92,0.92,0.86,2.68,0,1,0,0,"06,07,08"
331,331,10X243,40.859516,-73.88858,0.851,0.11,0.02,0.2,0.75,0.95,0.02,0.92,0.25,0.84,0.85,0.81,0.74,2.335,0,1,0,0,"06,07,08,09,10,11,12"
332,332,10X244,40.875451,-73.901516,0.85,0.2,0.02,0.11,0.83,0.94,0.03,0.93,0.24,0.92,0.88,0.89,0.84,2.5,1,0,0,0,"06,07,08"
333,333,10X246,40.865975,-73.895314,0.88,0.27,0.02,0.1,0.85,0.95,0.02,0.92,0.3,0.81,0.82,0.86,0.84,2.215,0,1,0,0,"0K,01,02,03,04,05,06"
334,334,10X254,40.85885800000001,-73.889841,0.885,0.34,0.03,0.18,0.78,0.95,0.01,0.91,0.3,0.77,0.83,0.83,0.76,2.225,1,0,0,0,"06,07,08"
335,335,10X279,40.854751,-73.905024,0.9179999999999999,0.29,0.03,0.17,0.79,0.96,0.0,0.93,0.26,0.9,0.92,0.88,0.87,2.295,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
336,336,10X280,40.877179,-73.881546,0.8370000000000001,0.12,0.11,0.09,0.74,0.83,0.05,0.93,0.22,0.95,0.92,0.96,0.81,2.5700000000000003,1,0,0,0,"0K,01,02,03,04,05,06,07,08"
337,337,10X291,40.859165000000004,-73.909733,0.9229999999999999,0.24,0.0,0.11,0.88,0.99,0.0,0.91,0.3,0.97,0.96,0.97,0.86,2.535,1,0,0,0,"0K,01,02,03,04"
338,338,10X306,40.851349,-73.910712,0.91,0.17,0.01,0.28,0.7,0.98,0.01,0.92,0.27,0.86,0.76,0.88,0.84,2.245,0,1,0,0,"0K,01,02,03,04,05"
339,339,10X307,40.869145,-73.901836,0.836,0.25,0.08,0.08,0.82,0.91,0.01,0.95,0.16,0.91,0.93,0.9,0.84,2.35,0,0,0,0,"PK,0K,01,02,03,04,05"
340,340,10X308,40.885328,-73.878058,0.8240000000000001,0.06,0.02,0.21,0.77,0.97,0.01,0.94,0.18,0.89,0.86,0.86,0.73,2.53,0,1,0,0,"06,07,08"
341,341,10X310,40.872481,-73.905299,0.8740000000000001,0.15,0.01,0.09,0.85,0.95,0.03,0.93,0.21,0.93,0.84,0.92,0.82,2.395,0,1,0,0,"PK,0K,01,02,03,04,05"
342,342,10X315,40.857969,-73.903757,0.868,0.16,0.01,0.16,0.82,0.98,0.01,0.94,0.19,0.95,0.93,0.8,0.87,2.535,1,0,0,0,"0K,01,02,03,04,05,06,07,08"
343,343,10X331,40.851349,-73.910712,0.894,0.18,0.01,0.24,0.74,0.98,0.01,0.94,0.2,0.85,0.86,0.85,0.84,2.17,0,1,0,1,"06,07,08"
344,344,10X340,40.869429,-73.897161,0.909,0.23,0.03,0.09,0.85,0.94,0.02,0.92,0.3,0.9,0.95,0.93,0.83,2.405,0,1,0,0,"0K,01,02,03,04,05"
345,345,10X342,40.870295,-73.897019,0.857,0.61,0.0,0.0,0.99,1.0,0.0,0.97,0.08,0.91,0.93,0.87,0.82,2.165,0,1,0,0,"06,07,08,09,10,11,12"
346,346,10X344,40.883022,-73.891672,0.42100000000000004,0.03,0.05,0.13,0.6,0.73,0.2,0.94,0.11,0.95,0.95,0.94,0.91,2.845,0,0,0,0,"0K,01,02,03,04,05"
347,347,10X360,40.874718,-73.902209,0.794,0.14,0.02,0.11,0.84,0.95,0.03,0.91,0.31,0.88,0.82,0.9,0.79,2.175,0,0,0,0,"0K,01,02,03,04,05"
348,348,10X363,40.859506,-73.900475,0.8859999999999999,0.32,0.02,0.12,0.85,0.96,0.01,0.92,0.27,0.92,0.91,0.87,0.8,2.1950000000000003,0,1,0,1,"06,07,08"
349,349,10X368,40.87956,-73.909674,0.7490000000000001,0.15,0.04,0.1,0.82,0.91,0.04,0.94,0.22,0.77,0.73,0.81,0.71,2.325,0,1,0,0,"06,07,08,09,10,11,12"
350,350,10X382,40.855211,-73.90326400000002,0.9179999999999999,0.3,0.0,0.24,0.75,0.99,0.0,0.94,0.2,0.91,0.89,0.9,0.78,2.265,0,0,0,0,"PK,0K,01,02,03,04,05"
351,351,10X386,40.855211,-73.90326400000002,0.9309999999999999,0.29,0.01,0.15,0.83,0.98,0.01,0.93,0.23,0.83,0.83,0.89,0.83,2.24,0,0,0,0,"PK,0K,01,02,03,04,05"
352,352,10X390,40.854366999999996,-73.913024,0.9109999999999999,0.26,0.01,0.13,0.85,0.98,0.01,0.93,0.24,0.84,0.84,0.82,0.77,2.14,0,0,0,0,"05,06,07,08"
353,353,10X391,40.854655,-73.897036,0.9109999999999999,0.36,0.01,0.25,0.72,0.97,0.01,0.9,0.35,0.86,0.84,0.82,0.8,2.035,0,1,0,1,"06,07,08"
354,354,10X396,40.854366999999996,-73.913024,0.893,0.18,0.0,0.22,0.76,0.98,0.02,0.93,0.23,0.86,0.87,0.87,0.87,2.34,0,1,0,0,"PK,0K,01,02,03,04"
355,355,10X447,40.855211,-73.90326400000002,0.898,0.31,0.03,0.12,0.84,0.96,0.01,0.92,0.26,0.91,0.93,0.86,0.87,2.315,1,0,0,0,"06,07,08"
356,356,10X459,40.859506,-73.900475,0.8809999999999999,0.26,0.02,0.12,0.84,0.97,0.01,0.92,0.27,0.77,0.78,0.83,0.78,2.055,0,0,0,0,"06,07,08"
357,357,11X016,40.90237,-73.854546,0.772,0.04,0.04,0.58,0.28,0.86,0.02,0.9,0.37,0.9,0.87,0.9,0.85,2.31,0,0,0,0,"PK,0K,01,02,03,04,05"
358,358,11X019,40.899321,-73.867223,0.35,0.08,0.04,0.08,0.28,0.36,0.59,0.95,0.09,0.96,0.96,0.89,0.83,2.895,0,0,0,0,"0K,01,02,03,04,05,06,07,08"
359,359,11X021,40.88794,-73.859406,0.7829999999999999,0.07,0.01,0.7,0.24,0.94,0.01,0.9,0.39,0.88,0.91,0.86,0.79,2.27,0,0,0,0,"0K,01,02,03,04,05"
360,360,11X041,40.874682,-73.86787700000002,0.833,0.09,0.01,0.53,0.43,0.96,0.02,0.9,0.39,0.97,0.95,0.94,0.87,2.495,1,0,0,0,"0K,01,02,03,04,05"
361,361,11X068,40.891483,-73.838736,0.617,0.01,0.02,0.77,0.19,0.95,0.01,0.93,0.23,0.87,0.81,0.87,0.82,2.395,0,1,0,0,"PK,0K,01,02,03,04,05"
362,362,11X076,40.86916400000001,-73.860906,0.716,0.13,0.03,0.45,0.42,0.87,0.08,0.93,0.25,0.88,0.79,0.88,0.83,2.305,0,0,0,0,"0K,01,02,03,04,05"
363,363,11X078,40.87846500000001,-73.85058000000002,0.759,0.04,0.01,0.72,0.22,0.94,0.04,0.91,0.34,0.89,0.9,0.91,0.8,2.255,0,0,0,0,"0K,01,02,03,04,05"
364,364,11X083,40.849167,-73.858861,0.611,0.12,0.1,0.09,0.49,0.58,0.32,0.95,0.11,0.85,0.87,0.84,0.77,2.68,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
365,365,11X087,40.895363,-73.845825,0.688,0.02,0.06,0.71,0.16,0.87,0.01,0.94,0.18,0.91,0.85,0.84,0.82,2.415,0,1,0,0,"0K,01,02,03,04,05"
366,366,11X089,40.862563,-73.859202,0.737,0.21,0.07,0.22,0.54,0.76,0.17,0.93,0.22,0.88,0.85,0.82,0.78,2.295,0,1,0,0,"PK,0K,01,02,03,04,05,06,07,08"
367,367,11X096,40.861185,-73.868521,0.774,0.08,0.04,0.25,0.61,0.86,0.09,0.91,0.32,0.95,0.94,0.96,0.82,2.5250000000000004,0,1,0,0,"0K,01,02,03,04,05"
368,368,11X097,40.863071999999995,-73.846947,0.541,0.04,0.17,0.28,0.36,0.65,0.16,0.94,0.2,0.93,0.81,0.92,0.87,2.62,0,1,0,0,"PK,0K,01,02,03,04,05"
369,369,11X103,40.892319,-73.861898,0.813,0.18,0.03,0.53,0.37,0.9,0.03,0.91,0.35,0.94,0.94,0.94,0.81,2.325,0,1,0,0,"0K,01,02,03,04,05"
370,370,11X105,40.852767,-73.866401,0.802,0.2,0.08,0.11,0.66,0.77,0.13,0.93,0.23,0.88,0.77,0.88,0.73,2.5,0,1,0,0,"0K,01,02,03,04,05"
371,371,11X106,40.837105,-73.85484,0.706,0.14,0.34,0.26,0.35,0.61,0.04,0.93,0.23,0.94,0.92,0.92,0.82,2.65,0,1,0,0,"PK,0K,01,02,03,04,05"
372,372,11X108,40.854535,-73.852919,0.55,0.11,0.11,0.07,0.44,0.5,0.37,0.94,0.17,0.92,0.8,0.93,0.79,2.8200000000000003,0,1,0,0,"0K,01,02,03,04,05"
373,373,11X111,40.884355,-73.839263,0.779,0.08,0.0,0.61,0.36,0.97,0.01,0.91,0.34,0.78,0.64,0.79,0.77,2.135,0,0,0,0,"PK,0K,01,02,03,04,05"
374,374,11X112,40.884792,-73.84399499999998,0.904,0.05,0.0,0.48,0.5,0.98,0.02,0.91,0.44,0.9,0.94,0.91,0.85,2.085,0,0,0,1,"PK,0K,01,02,03,04,05"
375,375,11X121,40.866944000000004,-73.85046700000002,0.6659999999999999,0.06,0.07,0.61,0.26,0.88,0.04,0.93,0.26,0.91,0.83,0.95,0.8,2.5700000000000003,0,0,0,0,"PK,0K,01,02,03,04,05"
376,376,11X127,40.838494,-73.853201,0.716,0.18,0.31,0.23,0.41,0.64,0.04,0.94,0.17,0.9,0.93,0.84,0.76,2.555,0,1,0,0,"06,07,08"
377,377,11X144,40.864290000000004,-73.836566,0.691,0.07,0.03,0.65,0.29,0.94,0.02,0.9,0.33,0.89,0.91,0.83,0.73,2.1950000000000003,0,1,0,0,"06,07,08"
378,378,11X153,40.873045,-73.833345,0.44299999999999995,0.01,0.09,0.58,0.25,0.84,0.05,0.95,0.15,0.9,0.91,0.9,0.85,2.89,0,1,0,0,"0K,01,02,03,04,05"
379,379,11X160,40.864136,-73.82396,0.512,0.06,0.02,0.6,0.33,0.93,0.02,0.94,0.18,0.91,0.9,0.93,0.83,2.28,0,0,0,0,"0K,01,02,03,04,05"
380,380,11X169,40.880961,-73.839642,0.672,0.03,0.01,0.72,0.21,0.93,0.02,0.94,0.21,0.96,0.93,0.96,0.86,2.615,0,1,0,0,"PK,0K,01,02,03,04,05"
381,381,11X175,40.84379000000001,-73.78469100000002,0.247,0.02,0.06,0.09,0.29,0.38,0.54,0.95,0.13,0.93,0.96,0.85,0.87,2.945,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
382,382,11X178,40.875146,-73.833095,0.535,0.03,0.02,0.64,0.27,0.91,0.04,0.95,0.15,0.93,0.83,0.88,0.78,2.505,0,1,0,0,"0K,01,02,03,04,05"
383,383,11X180,40.873204,-73.832178,0.504,0.01,0.03,0.69,0.23,0.92,0.03,0.95,0.13,0.87,0.94,0.86,0.94,2.71,0,1,0,0,"06,07,08"
384,384,11X181,40.874988,-73.832178,0.534,0.03,0.05,0.63,0.26,0.89,0.04,0.93,0.21,0.87,0.9,0.86,0.77,2.665,0,1,0,0,"06,07,08"
385,385,11X189,40.88306400000001,-73.830908,0.742,0.04,0.0,0.54,0.41,0.96,0.02,0.92,0.3,0.88,0.92,0.84,0.84,2.455,0,1,0,0,"PK,0K,01,02,03,04,05"
386,386,11X194,40.835236,-73.846547,0.764,0.14,0.33,0.08,0.53,0.61,0.04,0.95,0.16,0.92,0.87,0.85,0.76,2.66,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
387,387,11X287,40.880634,-73.860155,0.737,0.08,0.03,0.58,0.33,0.92,0.01,0.89,0.39,0.86,0.84,0.78,0.73,2.06,0,0,0,0,"06,07,08,SE"
388,388,11X289,40.880634,-73.860155,0.731,0.12,0.02,0.7,0.25,0.95,0.02,0.91,0.33,0.9,0.9,0.74,0.75,2.125,0,0,0,1,"06,07,08,SE"
389,389,11X326,40.86206,-73.864588,0.778,0.16,0.08,0.26,0.57,0.83,0.09,0.92,0.27,0.91,0.92,0.85,0.78,2.27,0,1,0,0,"06,07,08"
390,390,11X355,40.886043,-73.840576,0.7290000000000001,0.07,0.05,0.61,0.31,0.92,0.02,0.93,0.26,0.84,0.89,0.82,0.84,2.08,0,0,0,0,"06,07,08"
391,391,11X370,40.880634,-73.860155,0.7709999999999999,0.19,0.04,0.5,0.4,0.9,0.03,0.88,0.46,0.93,0.88,0.81,0.77,2.095,0,0,0,1,"06,07,08"
392,392,11X462,40.88306400000001,-73.830908,0.631,0.03,0.0,0.67,0.29,0.97,0.02,0.93,0.22,0.91,0.84,0.86,0.78,2.51,0,1,0,0,"06,07,08"
393,393,11X468,40.86206,-73.864588,0.705,0.11,0.07,0.18,0.64,0.82,0.1,0.93,0.17,0.86,0.93,0.9,0.83,2.41,0,1,0,0,"06,07,08"
394,394,11X498,40.845031,-73.85797600000002,0.647,0.06,0.07,0.12,0.65,0.78,0.14,0.95,0.1,0.91,0.88,0.87,0.82,2.705,0,1,0,0,"0K,01,02,03,04,05,06,07,08"
395,395,11X529,40.886043,-73.840576,0.701,0.07,0.03,0.6,0.32,0.93,0.02,0.93,0.24,0.89,0.9,0.84,0.79,2.325,0,1,0,0,"06,07,08"
396,396,11X532,40.886043,-73.840576,0.7020000000000001,0.05,0.01,0.68,0.27,0.95,0.01,0.93,0.26,0.85,0.83,0.89,0.8,2.385,0,1,0,0,"06,07,08"
397,397,11X556,40.86206,-73.864588,0.77,0.16,0.07,0.26,0.57,0.83,0.09,0.92,0.27,0.89,0.88,0.8,0.84,2.17,0,0,0,0,"06,07,08"
398,398,11X566,40.864290000000004,-73.836566,0.7140000000000001,0.07,0.02,0.67,0.27,0.95,0.02,0.92,0.31,0.84,0.91,0.87,0.78,2.255,0,1,0,0,"06,07,08"
399,399,12X006,40.840605,-73.88219000000002,0.932,0.1,0.01,0.25,0.72,0.97,0.01,0.89,0.45,0.89,0.88,0.83,0.82,2.17,0,0,0,0,"PK,0K,01,02,03,04,05"
400,400,12X044,40.842605,-73.890915,0.919,0.16,0.0,0.31,0.68,0.98,0.01,0.9,0.4,0.94,0.73,0.72,0.81,2.305,0,0,0,0,"PK,0K,01,02,03,04,05"
401,401,12X047,40.832525,-73.866982,0.856,0.25,0.12,0.16,0.68,0.84,0.02,0.93,0.24,0.97,0.94,0.96,0.85,2.29,0,1,0,0,"0K,01,02,03,04,05"
402,402,12X057,40.848711,-73.888912,0.899,0.14,0.0,0.24,0.71,0.95,0.01,0.9,0.42,0.95,0.95,0.95,0.84,2.305,0,1,0,0,"PK,0K,01,02,03,04,05"
