,Location Code,District,Latitude,Longitude,Zip,Grades,Community School?,Economic Need Index,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Strong Family-Community Ties %,Student Achievement Rating,Total Proficiency,Grade_cats,SA_Rating_Approaching Target,SA_Rating_Exceeding Target,SA_Rating_Meeting Target,SA_Rating_Not Meeting Target,Community_School_Yes
631,19K306,19,40.655260999999996,-73.88633399999999,11207,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.875,0.03,0.01,0.74,0.23,0.98,0.01,0.57,0.85,0.68,0.78,0.81,Approaching Target,4.16,Elem_Middle,1,0,0,0,1
632,19K311,19,40.662265000000005,-73.894749,11207,"06,07,08",Yes,0.7829999999999999,0.21,0.04,0.69,0.2,0.89,0.07,0.31,0.83,0.96,0.78,0.84,Not Meeting Target,3.8499999999999996,Elem_Middle,0,0,0,1,1
633,19K325,19,40.65401,-73.894627,11207,"PK,0K,01,02,03,04,05",No,0.845,0.03,0.01,0.74,0.23,0.97,0.01,0.36,0.83,0.83,0.92,0.82,Approaching Target,4.16,Elem_Middle,1,0,0,0,0
634,19K328,19,40.667817,-73.898173,11207,"PK,0K,01,02,03,04,05",Yes,0.9309999999999999,0.17,0.02,0.57,0.37,0.94,0.03,0.51,0.85,0.91,0.92,0.84,Meeting Target,4.33,Elem_Middle,0,0,1,0,1
635,19K345,19,40.676188,-73.879886,11208,"PK,0K,01,02,03,04,05",No,0.8490000000000001,0.16,0.07,0.38,0.51,0.89,0.02,0.33,0.9,0.78,0.86,0.83,Approaching Target,4.58,Elem_Middle,1,0,0,0,0
636,19K346,19,40.646745,-73.881849,11239,"PK,0K,01,02,03,04,05",No,0.6759999999999999,0.01,0.06,0.61,0.24,0.85,0.06,0.23,0.92,0.93,0.93,0.85,Meeting Target,4.99,Elem_Middle,0,0,1,0,0
637,19K364,19,40.646471000000005,-73.881132,11239,"06,07,08",No,0.669,0.02,0.02,0.69,0.26,0.94,0.03,0.3,0.81,0.85,0.82,0.77,Meeting Target,4.79,Elem_Middle,0,0,1,0,0
638,19K404,19,40.6573,-73.874138,11208,"06,07,08,09,10,11,12",Yes,0.705,0.01,0.01,0.72,0.24,0.97,0.01,0.39,0.71,0.85,0.78,0.75,Approaching Target,4.140000000000001,with_high,1,0,0,0,1
639,19K409,19,40.661208,-73.886779,11207,"06,07,08,09,10,11,12",No,0.716,0.03,0.02,0.65,0.3,0.95,0.01,0.08,0.87,0.85,0.8,0.71,Meeting Target,5.35,with_high,0,0,1,0,0
640,19K422,19,40.6573,-73.874138,11208,"06,07,08,09,10,11,12",Yes,0.777,0.03,0.01,0.72,0.24,0.96,0.01,0.31,0.88,0.96,0.85,0.77,Approaching Target,4.37,with_high,1,0,0,0,1
641,19K452,19,40.646745,-73.881849,11239,"06,07,08",No,0.64,0.02,0.05,0.72,0.23,0.95,0.0,0.14,0.89,0.95,0.85,0.84,Approaching Target,5.35,Elem_Middle,1,0,0,0,0
643,19K654,19,40.659637,-73.885597,11207,"06,07,08",No,0.78,0.14,0.02,0.68,0.28,0.96,0.02,0.33,0.86,0.96,0.83,0.8,Approaching Target,3.91,Elem_Middle,1,0,0,0,0
644,19K661,19,40.676982,-73.883838,11208,"06,07,08",No,0.812,0.11,0.04,0.27,0.66,0.93,0.02,0.24,0.74,0.73,0.89,0.77,Meeting Target,4.67,Elem_Middle,0,0,1,0,0
645,19K662,19,40.676982,-73.883838,11208,"06,07,08",No,0.823,0.2,0.05,0.24,0.68,0.92,0.01,0.31,0.91,0.97,0.94,0.78,Meeting Target,4.63,Elem_Middle,0,0,1,0,0
646,19K663,19,40.665557,-73.89764100000001,11207,"06,07,08",No,0.8909999999999999,0.04,0.02,0.64,0.33,0.97,0.01,0.16,0.88,0.97,0.83,0.85,Meeting Target,4.390000000000001,Elem_Middle,0,0,1,0,0
647,19K677,19,40.669568,-73.879189,11208,"PK,0K,01,02,03,04,05",No,0.843,0.14,0.02,0.6,0.36,0.95,0.01,0.3,0.91,0.93,0.85,0.87,Meeting Target,4.65,Elem_Middle,0,0,1,0,0
648,19K678,19,40.669568,-73.879189,11208,"06,07,08",No,0.845,0.05,0.04,0.59,0.37,0.96,0.0,0.32,0.86,0.96,0.93,0.83,Approaching Target,4.26,Elem_Middle,1,0,0,0,0
649,19K760,19,40.685840999999996,-73.869429,11208,"06,07,08",No,0.818,0.13,0.02,0.17,0.78,0.96,0.0,0.43,0.87,0.92,0.85,0.74,Meeting Target,4.48,Elem_Middle,0,0,1,0,0
650,20K030,20,40.633733,-74.02422,11209,"06,07,08",No,0.6509999999999999,0.26,0.2,0.02,0.3,0.31,0.48,0.13,0.87,0.88,0.87,0.76,Meeting Target,5.52,Elem_Middle,0,0,1,0,0
651,20K048,20,40.621555,-73.987279,11204,"PK,0K,01,02,03,04,05,SE",No,0.636,0.28,0.47,0.01,0.28,0.28,0.22,0.14,0.87,0.85,0.92,0.78,Meeting Target,5.640000000000001,Elem_Middle,0,0,1,0,0
652,20K062,20,40.638574,-73.97124000000001,11218,"06,07,08",No,0.741,0.22,0.31,0.24,0.31,0.55,0.13,0.12,0.89,0.9,0.87,0.74,Meeting Target,4.87,Elem_Middle,0,0,1,0,0
653,20K069,20,40.63239,-74.009637,11220,"0K,01,02,03,04,05",No,0.823,0.53,0.9,0.0,0.05,0.05,0.04,0.04,0.93,0.95,0.95,0.82,Exceeding Target,6.14,Elem_Middle,0,1,0,0,0
654,20K102,20,40.634338,-74.02892299999999,11209,"0K,01,02,03,04,05",No,0.536,0.15,0.15,0.01,0.25,0.27,0.56,0.1,0.94,0.93,0.95,0.83,Meeting Target,6.08,Elem_Middle,0,0,1,0,0
655,20K104,20,40.618025,-74.028588,11209,"0K,01,02,03,04,05,06,07,08",No,0.523,0.09,0.22,0.03,0.25,0.28,0.47,0.1,0.92,0.93,0.86,0.78,Meeting Target,5.91,Elem_Middle,0,0,1,0,0
656,20K105,20,40.633244,-74.003507,11219,"PK,0K,01,02,03,04,05",No,0.8059999999999999,0.5,0.92,0.0,0.04,0.05,0.03,0.02,0.9,0.88,0.92,0.85,Exceeding Target,6.15,Elem_Middle,0,1,0,0,0
657,20K112,20,40.619415000000004,-74.00057199999999,11228,"0K,01,02,03,04,05",No,0.723,0.24,0.41,0.0,0.31,0.31,0.28,0.12,0.94,0.91,0.93,0.8,Meeting Target,5.82,Elem_Middle,0,0,1,0,0
658,20K127,20,40.623807,-74.018575,11228,"0K,01,02,03,04,05",No,0.5660000000000001,0.3,0.31,0.01,0.22,0.22,0.46,0.13,0.95,0.92,0.97,0.84,Meeting Target,5.77,Elem_Middle,0,0,1,0,0
659,20K160,20,40.636935,-73.999073,11219,"PK,0K,01,02,03,04,05",No,0.8320000000000001,0.66,0.85,0.01,0.1,0.11,0.04,0.05,0.94,0.93,0.95,0.82,Exceeding Target,5.9399999999999995,Elem_Middle,0,1,0,0,0
660,20K163,20,40.606594,-74.007612,11214,"PK,0K,01,02,03,04,05",No,0.655,0.17,0.29,0.01,0.32,0.33,0.38,0.12,0.95,0.97,0.94,0.83,Exceeding Target,5.76,Elem_Middle,0,1,0,0,0
661,20K164,20,40.637173,-73.985845,11219,"PK,0K,01,02,03,04,05",No,0.8540000000000001,0.15,0.32,0.02,0.5,0.52,0.14,0.09,0.94,0.96,0.98,0.86,Meeting Target,5.3,Elem_Middle,0,0,1,0,0
662,20K170,20,40.63037,-74.01870699999999,11209,"0K,01,02,03,04,05",No,0.747,0.36,0.45,0.01,0.19,0.2,0.34,0.09,0.96,0.97,0.97,0.83,Exceeding Target,5.79,Elem_Middle,0,1,0,0,0
663,20K176,20,40.624759000000005,-74.005074,11219,"0K,01,02,03,04,05",No,0.696,0.27,0.63,0.0,0.21,0.21,0.15,0.05,0.95,0.95,0.96,0.82,Exceeding Target,6.390000000000001,Elem_Middle,0,1,0,0,0
664,20K179,20,40.64022,-73.977267,11218,"PK,0K,01,02,03,04,05",No,0.8340000000000001,0.47,0.56,0.03,0.25,0.28,0.15,0.23,0.96,0.86,0.96,0.78,Approaching Target,4.9,Elem_Middle,1,0,0,0,0
665,20K180,20,40.62659,-73.989464,11204,"PK,0K,01,02,03,04,05,06,07,08",No,0.706,0.23,0.43,0.01,0.28,0.29,0.27,0.09,0.93,0.94,0.86,0.8,Meeting Target,5.77,Elem_Middle,0,0,1,0,0
666,20K185,20,40.623635,-74.03349200000001,11209,"0K,01,02,03,04,05",No,0.361,0.07,0.08,0.0,0.16,0.17,0.73,0.1,0.93,0.98,0.98,0.86,Approaching Target,6.01,Elem_Middle,1,0,0,0,0
667,20K186,20,40.611106,-73.99459300000001,11214,"PK,0K,01,02,03,04,05",No,0.659,0.3,0.39,0.0,0.27,0.27,0.33,0.09,0.92,0.85,0.94,0.83,Meeting Target,5.96,Elem_Middle,0,0,1,0,0
668,20K187,20,40.627846999999996,-74.004003,11219,"06,07,08",No,0.48,0.02,0.69,0.01,0.06,0.07,0.24,0.02,0.92,0.91,0.92,0.76,Exceeding Target,8.02,Elem_Middle,0,1,0,0,0
669,20K192,20,40.628989000000004,-73.979862,11204,"PK,0K,01,02,03,04,05,06,07,08",No,0.8,0.3,0.2,0.02,0.52,0.53,0.26,0.16,0.9,0.89,0.89,0.81,Meeting Target,5.05,Elem_Middle,0,0,1,0,0
670,20K200,20,40.602902,-74.001826,11214,"PK,0K,01,02,03,04,05",No,0.642,0.24,0.34,0.01,0.21,0.22,0.43,0.15,0.89,0.82,0.92,0.79,Meeting Target,5.89,Elem_Middle,0,0,1,0,0
671,20K201,20,40.618745000000004,-74.01331,11228,"06,07,08",No,0.5579999999999999,0.08,0.46,0.0,0.14,0.14,0.39,0.07,0.92,0.94,0.88,0.7,Exceeding Target,6.49,Elem_Middle,0,1,0,0,0
672,20K204,20,40.61368,-74.00635600000001,11228,"PK,0K,01,02,03,04,05",No,0.5429999999999999,0.14,0.5,0.01,0.19,0.19,0.3,0.09,0.94,0.94,0.96,0.81,Meeting Target,6.16,Elem_Middle,0,0,1,0,0
673,20K205,20,40.614826,-73.986999,11204,"PK,0K,01,02,03,04,05",No,0.665,0.3,0.56,0.01,0.2,0.21,0.23,0.11,0.88,0.86,0.92,0.8,Exceeding Target,6.02,Elem_Middle,0,1,0,0,0
674,20K220,20,40.640772999999996,-74.00080799999999,11220,"06,07,08",No,0.828,0.33,0.49,0.01,0.44,0.45,0.06,0.12,0.83,0.8,0.82,0.67,Meeting Target,5.23,Elem_Middle,0,0,1,0,0
675,20K223,20,40.634787,-73.98163100000001,11204,"06,07,08",No,0.792,0.31,0.61,0.04,0.27,0.31,0.07,0.12,0.85,0.88,0.86,0.72,Exceeding Target,5.32,Elem_Middle,0,1,0,0,0
676,20K227,20,40.621845,-73.995529,11204,"06,07,08",No,0.731,0.26,0.6,0.0,0.24,0.25,0.16,0.11,0.85,0.87,0.85,0.68,Meeting Target,5.32,Elem_Middle,0,0,1,0,0
677,20K229,20,40.610577,-74.013301,11228,"0K,01,02,03,04,05,06,07,08",No,0.385,0.09,0.55,0.01,0.11,0.13,0.32,0.08,0.9,0.88,0.87,0.8,Meeting Target,6.55,Elem_Middle,0,0,1,0,0
678,20K247,20,40.612249,-73.987219,11204,"PK,0K,01,02,03,04,05",No,0.613,0.25,0.48,0.01,0.14,0.15,0.37,0.1,0.89,0.9,0.92,0.82,Exceeding Target,6.37,Elem_Middle,0,1,0,0,0
679,20K259,20,40.626227,-74.014758,11228,"06,07,08",No,0.622,0.11,0.45,0.01,0.22,0.23,0.32,0.12,0.95,0.96,0.89,0.69,Meeting Target,6.199999999999999,Elem_Middle,0,0,1,0,0
680,20K264,20,40.621006,-74.029639,11209,"0K,01,02,03,04,05",No,0.5660000000000001,0.13,0.12,0.03,0.35,0.37,0.5,0.09,0.95,0.91,0.97,0.84,Meeting Target,5.63,Elem_Middle,0,0,1,0,0
681,20K310,20,40.632148,-74.00754,11219,"0K,01,02,03,04,05",No,0.841,0.5,0.85,0.01,0.08,0.08,0.06,0.03,0.93,0.97,0.95,0.95,Exceeding Target,6.27,Elem_Middle,0,1,0,0,0
682,20K503,20,40.641937,-74.019313,11220,"PK,0K,01,02,03,04,05",No,0.8809999999999999,0.55,0.19,0.01,0.76,0.77,0.04,0.13,0.81,0.88,0.89,0.87,Meeting Target,4.74,Elem_Middle,0,0,1,0,0
683,20K506,20,40.641937,-74.019313,11220,"PK,0K,01,02,03,04,05",No,0.823,0.27,0.3,0.01,0.65,0.66,0.04,0.12,0.91,0.93,0.93,0.82,Meeting Target,5.21,Elem_Middle,0,0,1,0,0
684,20K609,20,40.634787,-73.98163100000001,11204,"06,07,08,09,10,11,12",No,0.71,0.1,0.47,0.21,0.19,0.4,0.12,0.21,0.87,0.89,0.88,0.73,Meeting Target,5.24,with_high,0,0,1,0,0
685,20K682,20,40.607008,-73.986852,11218,"0K,01,02,03,04,05",No,0.379,0.07,0.18,0.04,0.14,0.18,0.63,0.1,0.93,0.94,0.97,0.93,Meeting Target,6.57,Elem_Middle,0,0,1,0,0
686,20K686,20,40.607008,-73.986852,11218,"0K,01,02,03,04,05,06,07,08",No,0.209,0.06,0.18,0.05,0.05,0.1,0.71,0.05,0.91,0.97,0.94,0.9,Meeting Target,7.15,Elem_Middle,0,0,1,0,0
687,20K748,20,40.606942,-74.007327,11214,"0K,01,02,03,04,05",No,0.525,0.17,0.39,0.0,0.21,0.21,0.38,0.08,0.98,0.96,0.98,0.83,Exceeding Target,7.11,Elem_Middle,0,1,0,0,0
688,20K971,20,40.639505,-74.020291,11220,"0K,01,02,03,04,05",No,0.7929999999999999,0.41,0.55,0.01,0.39,0.4,0.06,0.05,0.95,0.85,0.96,0.83,Meeting Target,5.199999999999999,Elem_Middle,0,0,1,0,0
689,21K090,21,40.578198,-73.980151,11224,"PK,0K,01,02,03,04,05",No,0.8390000000000001,0.16,0.11,0.13,0.59,0.72,0.15,0.31,0.82,0.81,0.9,0.82,Meeting Target,5.01,Elem_Middle,0,0,1,0,0
690,21K095,21,40.595711,-73.975173,11223,"PK,0K,01,02,03,04,05,06,07,08",No,0.695,0.14,0.29,0.09,0.39,0.48,0.22,0.19,0.97,0.95,0.97,0.82,Meeting Target,5.71,Elem_Middle,0,0,1,0,0
691,21K096,21,40.608043,-73.984972,11204,"06,07,08",Yes,0.73,0.29,0.33,0.11,0.28,0.38,0.27,0.21,0.9,0.93,0.85,0.74,Exceeding Target,5.03,Elem_Middle,0,1,0,0,1
692,21K097,21,40.601211,-73.98564,11223,"PK,0K,01,02,03,04,05",No,0.5710000000000001,0.26,0.5,0.01,0.2,0.21,0.29,0.1,0.89,0.9,0.96,0.81,Exceeding Target,5.99,Elem_Middle,0,1,0,0,0
693,21K098,21,40.583765,-73.95401600000001,11235,"06,07,08",No,0.445,0.01,0.27,0.03,0.1,0.13,0.59,0.08,0.94,0.96,0.89,0.7,Exceeding Target,7.27,Elem_Middle,0,1,0,0,0
694,21K099,21,40.621491999999996,-73.96600600000001,11230,"PK,0K,01,02,03,04,05,06,07,08",No,0.695,0.31,0.41,0.08,0.18,0.26,0.32,0.28,0.99,1.0,0.96,0.8,Meeting Target,5.48,Elem_Middle,0,0,1,0,0
695,21K100,21,40.577556,-73.970791,11229,"PK,0K,01,02,03,04,05",No,0.40700000000000003,0.13,0.04,0.04,0.06,0.1,0.85,0.14,0.96,0.96,0.96,0.8,Meeting Target,6.25,Elem_Middle,0,0,1,0,0
696,21K101,21,40.597535,-73.991912,11214,"PK,0K,01,02,03,04,05",No,0.615,0.18,0.53,0.01,0.19,0.2,0.27,0.08,0.93,0.96,0.97,0.82,Exceeding Target,6.12,Elem_Middle,0,1,0,0,0
697,21K121,21,40.622876,-73.978774,11204,"PK,0K,01,02,03,04,05,06,07,08",No,0.682,0.18,0.18,0.03,0.42,0.45,0.35,0.14,0.93,0.94,0.87,0.83,Exceeding Target,5.630000000000001,Elem_Middle,0,1,0,0,0
698,21K128,21,40.604994,-73.995134,11214,"PK,0K,01,02,03,04,05",No,0.679,0.41,0.3,0.01,0.18,0.19,0.51,0.1,0.89,0.9,0.94,0.78,Meeting Target,5.25,Elem_Middle,0,0,1,0,0
699,21K153,21,40.601174,-73.960031,11229,"PK,0K,01,02,03,04,05",No,0.687,0.24,0.26,0.02,0.33,0.36,0.34,0.15,0.94,0.91,0.97,0.81,Approaching Target,5.45,Elem_Middle,1,0,0,0,0
700,21K177,21,40.608431,-73.974412,11204,"PK,0K,01,02,03,04,05",No,0.723,0.32,0.25,0.01,0.33,0.34,0.39,0.18,0.92,0.89,0.95,0.8,Approaching Target,5.38,Elem_Middle,1,0,0,0,0
701,21K188,21,40.576776,-74.000539,11224,"PK,0K,01,02,03,04,05",No,0.885,0.05,0.04,0.51,0.35,0.86,0.09,0.4,0.87,0.82,0.89,0.82,Exceeding Target,4.73,Elem_Middle,0,1,0,0,0
702,21K199,21,40.616566999999996,-73.963134,11230,"PK,0K,01,02,03,04,05",No,0.703,0.29,0.21,0.04,0.27,0.31,0.48,0.15,0.95,0.94,0.98,0.86,Meeting Target,5.88,Elem_Middle,0,0,1,0,0
703,21K209,21,40.58677,-73.961478,11235,"PK,0K,01,02,03,04,05,06,07,08",No,0.599,0.16,0.3,0.04,0.23,0.27,0.42,0.18,0.93,0.94,0.91,0.81,Meeting Target,5.46,Elem_Middle,0,0,1,0,0
704,21K212,21,40.587495000000004,-73.98561099999999,11214,"PK,0K,01,02,03,04,05",No,0.762,0.19,0.34,0.15,0.33,0.48,0.18,0.28,0.91,0.89,0.96,0.79,Meeting Target,5.33,Elem_Middle,0,0,1,0,0
705,21K215,21,40.602465,-73.970072,11223,"PK,0K,01,02,03,04,05",No,0.515,0.15,0.23,0.03,0.26,0.29,0.47,0.19,0.98,0.96,0.97,0.8,Meeting Target,6.23,Elem_Middle,0,0,1,0,0
706,21K216,21,40.590181,-73.969661,11223,"PK,0K,01,02,03,04,05",No,0.521,0.15,0.24,0.05,0.18,0.23,0.52,0.14,0.88,0.92,0.93,0.84,Approaching Target,5.529999999999999,Elem_Middle,1,0,0,0,0
707,21K225,21,40.579809999999995,-73.95600999999999,11235,"PK,0K,01,02,03,04,05,06,07,08",No,0.684,0.41,0.17,0.03,0.37,0.4,0.42,0.24,0.92,0.89,0.87,0.76,Meeting Target,5.15,Elem_Middle,0,0,1,0,0
708,21K226,21,40.615326,-73.97694399999999,11204,"PK,0K,01,02,03,04,05,06,07,08",No,0.6920000000000001,0.21,0.28,0.02,0.31,0.33,0.38,0.11,0.95,0.93,0.92,0.82,Meeting Target,5.61,Elem_Middle,0,0,1,0,0
709,21K228,21,40.600815999999995,-73.976838,11223,"06,07,08",No,0.636,0.11,0.29,0.08,0.26,0.34,0.36,0.16,0.92,0.94,0.88,0.74,Meeting Target,5.42,Elem_Middle,0,0,1,0,0
710,21K238,21,40.608787,-73.964587,11223,"PK,0K,01,02,03,04,05,06,07,08",No,0.8,0.27,0.17,0.04,0.56,0.61,0.22,0.18,0.88,0.91,0.89,0.82,Meeting Target,4.91,Elem_Middle,0,0,1,0,0
711,21K239,21,40.57866,-73.992391,11224,"06,07,08",No,0.311,0.01,0.28,0.07,0.05,0.12,0.54,0.07,0.88,0.89,0.87,0.73,Meeting Target,7.24,Elem_Middle,0,0,1,0,0
712,21K253,21,40.580084,-73.961946,11235,"PK,0K,01,02,03,04,05",No,0.8,0.23,0.38,0.0,0.41,0.41,0.2,0.14,0.99,0.98,0.97,0.84,Meeting Target,5.53,Elem_Middle,0,0,1,0,0
713,21K281,21,40.594445,-73.99381899999999,11214,"06,07,08",No,0.631,0.16,0.38,0.07,0.22,0.29,0.31,0.19,0.81,0.78,0.81,0.69,Exceeding Target,5.69,Elem_Middle,0,1,0,0,0
714,21K288,21,40.57427,-73.99247700000001,11224,"PK,0K,01,02,03,04,05,06,07,08",No,0.912,0.07,0.02,0.53,0.36,0.9,0.07,0.46,0.83,0.86,0.8,0.81,Approaching Target,4.390000000000001,Elem_Middle,1,0,0,0,0
715,21K303,21,40.582409999999996,-73.972436,11224,"06,07,08",No,0.703,0.11,0.21,0.12,0.34,0.46,0.33,0.23,0.87,0.83,0.88,0.74,Meeting Target,5.380000000000001,Elem_Middle,0,0,1,0,0
716,21K329,21,40.574839000000004,-73.995807,11224,"PK,0K,01,02,03,04,05",No,0.885,0.03,0.06,0.59,0.27,0.86,0.07,0.3,0.83,0.79,0.77,0.81,Meeting Target,4.67,Elem_Middle,0,0,1,0,0
717,21K468,21,40.593624,-73.986144,11214,"06,07,08,09,10,11,12",No,0.564,0.01,0.08,0.24,0.27,0.51,0.4,0.21,0.94,0.98,0.77,0.72,Meeting Target,5.26,with_high,0,0,1,0,0
718,21K690,21,40.604847,-73.99474599999999,11214,"06,07,08,09,10,11,12",No,0.608,0.13,0.18,0.03,0.29,0.33,0.49,0.16,0.85,0.75,0.82,0.67,Exceeding Target,5.4399999999999995,with_high,0,1,0,0,0
719,22K014,22,40.593515999999994,-73.938193,11235,"06,07,08",No,0.708,0.18,0.11,0.48,0.17,0.64,0.24,0.29,0.86,0.91,0.8,0.71,Meeting Target,4.73,Elem_Middle,0,0,1,0,0
720,22K052,22,40.587404,-73.940251,11235,"PK,0K,01,02,03,04,05",No,0.57,0.17,0.16,0.14,0.15,0.29,0.53,0.2,0.87,0.82,0.92,0.82,Meeting Target,5.71,Elem_Middle,0,0,1,0,0
721,22K078,22,40.620767,-73.912988,11234,"06,07,08",No,0.546,0.05,0.05,0.73,0.1,0.83,0.11,0.22,0.82,0.81,0.77,0.74,Approaching Target,4.58,Elem_Middle,1,0,0,0,0
722,22K109,22,40.636004,-73.933149,11210,"0K,01,02,03,04,05,06,07,08",No,0.738,0.06,0.02,0.8,0.15,0.95,0.03,0.23,0.85,0.84,0.82,0.83,Meeting Target,4.52,Elem_Middle,0,0,1,0,0
723,22K119,22,40.626034999999995,-73.938787,11210,"0K,01,02,03,04,05",No,0.667,0.06,0.14,0.7,0.13,0.83,0.01,0.1,0.98,0.96,0.95,0.86,Meeting Target,4.93,Elem_Middle,0,0,1,0,0
724,22K134,22,40.632284000000006,-73.973274,11218,"PK,0K,01,02,03,04,05",No,0.795,0.23,0.41,0.09,0.13,0.22,0.36,0.1,0.94,0.96,0.97,0.84,Exceeding Target,6.050000000000001,Elem_Middle,0,1,0,0,0
725,22K139,22,40.641321999999995,-73.965829,11226,"PK,0K,01,02,03,04,05",No,0.667,0.17,0.17,0.31,0.39,0.7,0.09,0.16,0.79,0.77,0.82,0.83,Approaching Target,5.0600000000000005,Elem_Middle,1,0,0,0,0
726,22K152,22,40.632709000000006,-73.95456999999999,11210,"PK,0K,01,02,03,04,05",No,0.753,0.13,0.05,0.64,0.26,0.9,0.03,0.22,0.89,0.87,0.88,0.85,Approaching Target,4.699999999999999,Elem_Middle,1,0,0,0,0
727,22K193,22,40.621852000000004,-73.950283,11210,"PK,0K,01,02,03,04,05",No,0.556,0.17,0.17,0.47,0.14,0.61,0.18,0.15,0.85,0.81,0.89,0.83,Meeting Target,5.49,Elem_Middle,0,0,1,0,0
728,22K194,22,40.597404,-73.934085,11229,"PK,0K,01,02,03,04,05",No,0.8420000000000001,0.08,0.12,0.49,0.23,0.73,0.14,0.36,0.95,0.95,0.9,0.85,Meeting Target,4.78,Elem_Middle,0,0,1,0,0
729,22K195,22,40.580244,-73.94359200000001,11235,"PK,0K,01,02,03,04,05",No,0.262,0.11,0.03,0.03,0.02,0.05,0.92,0.14,0.94,0.94,0.95,0.87,Meeting Target,6.5,Elem_Middle,0,0,1,0,0
730,22K197,22,40.612571,-73.951555,11210,"PK,0K,01,02,03,04,05",No,0.635,0.24,0.09,0.12,0.17,0.29,0.59,0.17,0.95,0.93,0.96,0.83,Meeting Target,5.58,Elem_Middle,0,0,1,0,0
731,22K198,22,40.636965999999994,-73.937009,11210,"PK,0K,01,02,03,04,05",No,0.6659999999999999,0.04,0.03,0.87,0.07,0.94,0.01,0.24,0.94,0.93,0.91,0.9,Meeting Target,4.91,Elem_Middle,0,0,1,0,0
732,22K203,22,40.621911,-73.925723,11234,"PK,0K,01,02,03,04,05",No,0.585,0.04,0.05,0.79,0.09,0.89,0.03,0.17,0.9,0.89,0.87,0.86,Meeting Target,5.04,Elem_Middle,0,0,1,0,0
733,22K206,22,40.597134999999994,-73.948515,11229,"PK,0K,01,02,03,04,05,06,07,08",No,0.49700000000000005,0.19,0.46,0.02,0.11,0.13,0.39,0.09,0.92,0.91,0.87,0.79,Exceeding Target,6.24,Elem_Middle,0,1,0,0,0
734,22K207,22,40.613779,-73.930304,11234,"PK,0K,01,02,03,04,05,06,07,08",No,0.315,0.03,0.1,0.35,0.15,0.49,0.39,0.07,0.93,0.91,0.89,0.84,Meeting Target,5.9,Elem_Middle,0,0,1,0,0
735,22K217,22,40.633626,-73.966273,11230,"PK,0K,01,02,03,04,05",No,0.711,0.22,0.49,0.11,0.19,0.3,0.19,0.15,0.92,0.86,0.92,0.83,Meeting Target,5.61,Elem_Middle,0,0,1,0,0
736,22K222,22,40.613814,-73.938999,11234,"PK,0K,01,02,03,04,05",No,0.39299999999999996,0.04,0.19,0.15,0.19,0.34,0.45,0.11,0.98,0.94,0.98,0.88,Exceeding Target,6.35,Elem_Middle,0,1,0,0,0
737,22K234,22,40.604437,-73.95517099999999,11229,"06,07,08",No,0.46299999999999997,0.09,0.25,0.17,0.11,0.28,0.45,0.1,0.88,0.89,0.85,0.73,Meeting Target,6.41,Elem_Middle,0,0,1,0,0
738,22K236,22,40.615756,-73.912375,11234,"PK,0K,01,02,03,04,05",No,0.305,0.05,0.1,0.23,0.12,0.35,0.51,0.1,0.94,0.95,0.96,0.86,Meeting Target,6.5,Elem_Middle,0,0,1,0,0
739,22K240,22,40.623798,-73.94682399999999,11210,"06,07,08",No,0.61,0.08,0.18,0.63,0.12,0.74,0.07,0.15,0.88,0.87,0.8,0.77,Meeting Target,4.99,Elem_Middle,0,0,1,0,0
740,22K245,22,40.644838,-73.962837,11226,"PK,0K,01,02,03,04,05",No,0.705,0.16,0.03,0.51,0.43,0.93,0.02,0.13,0.94,0.97,0.95,0.9,Exceeding Target,5.68,Elem_Middle,0,1,0,0,0
741,22K251,22,40.631331,-73.92384,11234,"PK,0K,01,02,03,04,05",No,0.6459999999999999,0.06,0.04,0.77,0.13,0.9,0.05,0.24,0.84,0.77,0.87,0.83,Approaching Target,4.62,Elem_Middle,1,0,0,0,0
742,22K254,22,40.590901,-73.95149,11235,"PK,0K,01,02,03,04,05",No,0.474,0.15,0.33,0.01,0.09,0.11,0.56,0.12,0.93,0.9,0.96,0.81,Exceeding Target,6.45,Elem_Middle,0,1,0,0,0
743,22K255,22,40.604467,-73.95600400000001,11229,"PK,0K,01,02,03,04,05",No,0.623,0.19,0.23,0.03,0.11,0.14,0.62,0.09,0.9,0.92,0.96,0.83,Meeting Target,5.97,Elem_Middle,0,0,1,0,0
744,22K269,22,40.637617,-73.947663,11210,"03,04,05",No,0.741,0.18,0.02,0.84,0.11,0.95,0.02,0.18,0.94,0.73,0.82,0.8,Approaching Target,4.15,Elem_Middle,1,0,0,0,0
745,22K277,22,40.595878000000006,-73.927963,11229,"PK,0K,01,02,03,04,05",No,0.28600000000000003,0.06,0.09,0.03,0.11,0.14,0.76,0.09,0.99,0.97,0.97,0.87,Meeting Target,6.09,Elem_Middle,0,0,1,0,0
746,22K278,22,40.60667,-73.938716,11229,"06,07,08",No,0.494,0.03,0.09,0.47,0.16,0.63,0.27,0.17,0.91,0.91,0.8,0.94,Meeting Target,5.46,Elem_Middle,0,0,1,0,0
